证券代码,证券简称,最后交割日
SN1912.SHF,沪锡1912,2019-12-23
SN2001.SHF,沪锡2001,2020-01-22
SN2002.SHF,沪锡2002,2020-02-24
SN2003.SHF,沪锡2003,2020-03-23
SN2004.SHF,沪锡2004,2020-04-22
SN2005.SHF,沪锡2005,2020-05-22
SN2006.SHF,沪锡2006,2020-06-22
SN2007.SHF,沪锡2007,2020-07-22
SN2008.SHF,沪锡2008,2020-08-24
SN2009.SHF,沪锡2009,2020-09-18
SN2010.SHF,沪锡2010,2020-10-20
SN2011.SHF,沪锡2011,2020-11-19
SN2012.SHF,沪锡2012,2020-12-18
SN2101.SHF,沪锡2101,2021-01-20
SN2102.SHF,沪锡2102,2021-02-10
SN2103.SHF,沪锡2103,2021-03-18
SN2104.SHF,沪锡2104,2021-04-20
SN2105.SHF,沪锡2105,2021-05-20
SN2106.SHF,沪锡2106,2021-06-18
SN2107.SHF,沪锡2107,2021-07-20
SN2108.SHF,沪锡2108,2021-08-19
SN2109.SHF,沪锡2109,2021-09-22
SN2110.SHF,沪锡2110,2021-10-20
SN2111.SHF,沪锡2111,2021-11-18
SN2112.SHF,沪锡2112,2021-12-20
SN2201.SHF,沪锡2201,2022-01-20
SN2202.SHF,沪锡2202,2022-02-18
SN2203.SHF,沪锡2203,2022-03-18
SN2204.SHF,沪锡2204,2022-04-20
SN2205.SHF,沪锡2205,2022-05-19
SN2206.SHF,沪锡2206,2022-06-20
SN2207.SHF,沪锡2207,2022-07-20
SN2208.SHF,沪锡2208,2022-08-18
SN2209.SHF,沪锡2209,2022-09-20
SN2210.SHF,沪锡2210,2022-10-20
SN2211.SHF,沪锡2211,2022-11-18
SN2212.SHF,沪锡2212,2022-12-20
SN2301.SHF,沪锡2301,2023-01-19
SN2302.SHF,沪锡2302,2023-02-20
SN2303.SHF,沪锡2303,2023-03-20
SN2304.SHF,沪锡2304,2023-04-20
SN2305.SHF,沪锡2305,2023-05-18
SN2306.SHF,沪锡2306,2023-06-20
SN2307.SHF,沪锡2307,2023-07-20
SN2308.SHF,沪锡2308,2023-08-18
SN2309.SHF,沪锡2309,2023-09-20
SP1906.SHF,纸浆1906,2019-06-24
SP1907.SHF,纸浆1907,2019-07-22
SP1908.SHF,纸浆1908,2019-08-22
SP1909.SHF,纸浆1909,2019-09-23
SP1910.SHF,纸浆1910,2019-10-22
SP1911.SHF,纸浆1911,2019-11-22
SP1912.SHF,纸浆1912,2019-12-23
SP2001.SHF,纸浆2001,2020-01-22
SP2002.SHF,纸浆2002,2020-02-24
SP2003.SHF,纸浆2003,2020-03-23
SP2004.SHF,纸浆2004,2020-04-22
SP2005.SHF,纸浆2005,2020-05-22
SP2006.SHF,纸浆2006,2020-06-22
SP2007.SHF,纸浆2007,2020-07-22
SP2008.SHF,纸浆2008,2020-08-24
SP2009.SHF,纸浆2009,2020-09-18
SP2010.SHF,纸浆2010,2020-10-20
SP2011.SHF,纸浆2011,2020-11-19
SP2012.SHF,纸浆2012,2020-12-18
SP2101.SHF,纸浆2101,2021-01-20
SP2102.SHF,纸浆2102,2021-02-10
SP2103.SHF,纸浆2103,2021-03-18
SP2104.SHF,纸浆2104,2021-04-20
SP2105.SHF,纸浆2105,2021-05-20
SP2106.SHF,纸浆2106,2021-06-18
SP2107.SHF,纸浆2107,2021-07-20
SP2108.SHF,纸浆2108,2021-08-19
SP2109.SHF,纸浆2109,2021-09-22
SP2110.SHF,纸浆2110,2021-10-20
SP2111.SHF,纸浆2111,2021-11-18
SP2112.SHF,纸浆2112,2021-12-20
SP2201.SHF,纸浆2201,2022-01-20
SP2202.SHF,纸浆2202,2022-02-18
SP2203.SHF,纸浆2203,2022-03-18
SP2204.SHF,纸浆2204,2022-04-20
SP2205.SHF,纸浆2205,2022-05-19
SP2206.SHF,纸浆2206,2022-06-20
SP2207.SHF,纸浆2207,2022-07-20
SP2208.SHF,纸浆2208,2022-08-18
SP2209.SHF,纸浆2209,2022-09-20
SP2210.SHF,纸浆2210,2022-10-20
SP2211.SHF,纸浆2211,2022-11-18
SP2212.SHF,纸浆2212,2022-12-20
SP2301.SHF,纸浆2301,2023-01-19
SP2302.SHF,纸浆2302,2023-02-20
SP2303.SHF,纸浆2303,2023-03-20
SP2304.SHF,纸浆2304,2023-04-20
SP2305.SHF,纸浆2305,2023-05-18
SP2306.SHF,纸浆2306,2023-06-20
SP2307.SHF,纸浆2307,2023-07-20
SP2308.SHF,纸浆2308,2023-08-18
SP2309.SHF,纸浆2309,2023-09-20
SR001.CZC,白糖2001,2020-01-17
SR003.CZC,白糖2003,2020-03-17
SR005.CZC,白糖2005,2020-05-21
SR007.CZC,白糖2007,2020-07-16
SR009.CZC,白糖2009,2020-09-16
SR011.CZC,白糖2011,2020-11-18
SR0605.CZC,白糖0605,2006-05-23
SR0607.CZC,白糖0607,2006-07-18
SR0609.CZC,白糖0609,2006-09-18
SR0611.CZC,白糖0611,2006-11-16
SR0701.CZC,白糖0701,2007-01-19
SR0703.CZC,白糖0703,2007-03-16
SR0705.CZC,白糖0705,2007-05-23
SR0707.CZC,白糖0707,2007-07-17
SR0709.CZC,白糖0709,2007-09-18
SR0711.CZC,白糖0711,2007-11-16
SR0801.CZC,白糖0801,2008-01-17
SR0803.CZC,白糖0803,2008-03-18
SR0805.CZC,白糖0805,2008-05-20
SR0807.CZC,白糖0807,2008-07-16
SR0809.CZC,白糖0809,2008-09-17
SR0811.CZC,白糖0811,2008-11-18
SR0901.CZC,白糖0901,2009-01-20
SR0903.CZC,白糖0903,2009-03-17
SR0905.CZC,白糖0905,2009-05-19
SR0907.CZC,白糖0907,2009-07-16
SR0909.CZC,白糖0909,2009-09-16
SR0911.CZC,白糖0911,2009-11-17
SR1001.CZC,白糖1001,2010-01-19
SR1003.CZC,白糖1003,2010-03-16
SR1005.CZC,白糖1005,2010-05-19
SR1007.CZC,白糖1007,2010-07-16
SR1009.CZC,白糖1009,2010-09-16
SR101.CZC,白糖2101,2021-01-20
SR1011.CZC,白糖1011,2010-11-16
SR103.CZC,白糖2103,2021-03-17
SR105.CZC,白糖2105,2021-05-24
SR107.CZC,白糖2107,2021-07-19
SR109.CZC,白糖2109,2021-09-17
SR1101.CZC,白糖1101,2011-01-19
SR1103.CZC,白糖1103,2011-03-16
SR1105.CZC,白糖1105,2011-05-18
SR1107.CZC,白糖1107,2011-07-18
SR1109.CZC,白糖1109,2011-09-19
SR111.CZC,白糖2111,2021-11-17
SR1111.CZC,白糖1111,2011-11-16
SR1201.CZC,白糖1201,2012-01-19
SR1203.CZC,白糖1203,2012-03-16
SR1205.CZC,白糖1205,2012-05-17
SR1207.CZC,白糖1207,2012-07-17
SR1209.CZC,白糖1209,2012-09-18
SR1211.CZC,白糖1211,2012-11-16
SR1301.CZC,白糖1301,2013-01-21
SR1303.CZC,白糖1303,2013-03-18
SR1305.CZC,白糖1305,2013-05-17
SR1307.CZC,白糖1307,2013-07-16
SR1309.CZC,白糖1309,2013-09-17
SR201.CZC,白糖2201,2022-01-20
SR203.CZC,白糖2203,2022-03-17
SR205.CZC,白糖2205,2022-05-23
SR207.CZC,白糖2207,2022-07-19
SR209.CZC,白糖2209,2022-09-20
SR211.CZC,白糖2211,2022-11-17
SR301.CZC,白糖2301,2023-01-18
SR303.CZC,白糖2303,2023-03-17
SR305.CZC,白糖2305,2023-05-17
SR307.CZC,白糖2307,2023-07-19
SR309.CZC,白糖2309,2023-09-19
SR311.CZC,白糖1311,2013-11-18
SR401.CZC,白糖1401,2014-01-17
SR403.CZC,白糖1403,2014-03-18
SR405.CZC,白糖1405,2014-05-20
SR407.CZC,白糖1407,2014-07-16
SR409.CZC,白糖1409,2014-09-17
SR411.CZC,白糖1411,2014-11-18
SR501.CZC,白糖1501,2015-01-20
SR503.CZC,白糖1503,2015-03-17
SR505.CZC,白糖1505,2015-05-19
SR507.CZC,白糖1507,2015-07-16
SR509.CZC,白糖1509,2015-09-18
SR511.CZC,白糖1511,2015-11-17
SR601.CZC,白糖1601,2016-01-19
SR603.CZC,白糖1603,2016-03-16
SR605.CZC,白糖1605,2016-05-18
SR607.CZC,白糖1607,2016-07-18
SR609.CZC,白糖1609,2016-09-20
SR611.CZC,白糖1611,2016-11-16
SR701.CZC,白糖1701,2017-01-18
SR703.CZC,白糖1703,2017-03-16
SR705.CZC,白糖1705,2017-05-17
SR707.CZC,白糖1707,2017-07-18
SR709.CZC,白糖1709,2017-09-18
SR711.CZC,白糖1711,2017-11-16
SR801.CZC,白糖1801,2018-01-17
SR803.CZC,白糖1803,2018-03-16
SR805.CZC,白糖1805,2018-05-17
SR807.CZC,白糖1807,2018-07-17
SR809.CZC,白糖1809,2018-09-18
SR811.CZC,白糖1811,2018-11-16
SR901.CZC,白糖1901,2019-01-17
SR903.CZC,白糖1903,2019-03-18
SR905.CZC,白糖1905,2019-05-21
SR907.CZC,白糖1907,2019-07-16
SR909.CZC,白糖1909,2019-09-18
SR911.CZC,白糖1911,2019-11-18
SS2002.SHF,不锈钢2002,2020-02-24
SS2003.SHF,不锈钢2003,2020-03-23
SS2004.SHF,不锈钢2004,2020-04-22
SS2005.SHF,不锈钢2005,2020-05-22
SS2006.SHF,不锈钢2006,2020-06-22
SS2007.SHF,不锈钢2007,2020-07-22
SS2008.SHF,不锈钢2008,2020-08-24
SS2009.SHF,不锈钢2009,2020-09-18
SS2010.SHF,不锈钢2010,2020-10-20
SS2011.SHF,不锈钢2011,2020-11-19
SS2012.SHF,不锈钢2012,2020-12-18
SS2101.SHF,不锈钢2101,2021-01-20
SS2102.SHF,不锈钢2102,2021-02-10
SS2103.SHF,不锈钢2103,2021-03-18
SS2104.SHF,不锈钢2104,2021-04-20
SS2105.SHF,不锈钢2105,2021-05-20
SS2106.SHF,不锈钢2106,2021-06-18
SS2107.SHF,不锈钢2107,2021-07-20
SS2108.SHF,不锈钢2108,2021-08-19
SS2109.SHF,不锈钢2109,2021-09-22
SS2110.SHF,不锈钢2110,2021-10-20
SS2111.SHF,不锈钢2111,2021-11-18
SS2112.SHF,不锈钢2112,2021-12-20
SS2201.SHF,不锈钢2201,2022-01-20
SS2202.SHF,不锈钢2202,2022-02-18
SS2203.SHF,不锈钢2203,2022-03-18
SS2204.SHF,不锈钢2204,2022-04-20
SS2205.SHF,不锈钢2205,2022-05-19
SS2206.SHF,不锈钢2206,2022-06-20
SS2207.SHF,不锈钢2207,2022-07-20
SS2208.SHF,不锈钢2208,2022-08-18
SS2209.SHF,不锈钢2209,2022-09-20
SS2210.SHF,不锈钢2210,2022-10-20
SS2211.SHF,不锈钢2211,2022-11-18
SS2212.SHF,不锈钢2212,2022-12-20
SS2301.SHF,不锈钢2301,2023-01-19
SS2302.SHF,不锈钢2302,2023-02-20
SS2303.SHF,不锈钢2303,2023-03-20
SS2304.SHF,不锈钢2304,2023-04-20
SS2305.SHF,不锈钢2305,2023-05-18
SS2306.SHF,不锈钢2306,2023-06-20
SS2307.SHF,不锈钢2307,2023-07-20
SS2308.SHF,不锈钢2308,2023-08-18
SS2309.SHF,不锈钢2309,2023-09-20
T1509.CFE,T1509,2015-09-16
T1512.CFE,T1512,2015-12-16
T1603.CFE,T1603,2016-03-16
T1606.CFE,T1606,2016-06-16
T1609.CFE,T1609,2016-09-14
T1612.CFE,T1612,2016-12-14
T1703.CFE,T1703,2017-03-15
T1706.CFE,T1706,2017-06-14
T1709.CFE,T1709,2017-09-13
T1712.CFE,T1712,2017-12-13
T1803.CFE,T1803,2018-03-14
T1806.CFE,T1806,2018-06-13
T1809.CFE,T1809,2018-09-19
T1812.CFE,T1812,2018-12-19
T1903.CFE,T1903,2019-03-13
T1906.CFE,T1906,2019-06-19
T1909.CFE,T1909,2019-09-19
T1912.CFE,T1912,2019-12-18
T2003.CFE,T2003,2020-03-18
T2006.CFE,T2006,2020-06-17
T2009.CFE,T2009,2020-09-16
T2012.CFE,T2012,2020-12-16
T2103.CFE,T2103,2021-03-17
T2106.CFE,T2106,2021-06-17
T2109.CFE,T2109,2021-09-15
T2112.CFE,T2112,2021-12-15
T2203.CFE,T2203,2022-03-16
T2206.CFE,T2206,2022-06-15
T2209.CFE,T2209,2022-09-15
T2212.CFE,T2212,2022-12-14
T2303.CFE,T2303,2023-03-15
T2306.CFE,T2306,2023-06-14
TA001.CZC,PTA2001,2020-01-17
TA002.CZC,PTA2002,2020-02-18
TA003.CZC,PTA2003,2020-03-17
TA004.CZC,PTA2004,2020-04-17
TA005.CZC,PTA2005,2020-05-21
TA006.CZC,PTA2006,2020-06-16
TA007.CZC,PTA2007,2020-07-16
TA008.CZC,PTA2008,2020-08-18
TA009.CZC,PTA2009,2020-09-16
TA010.CZC,PTA2010,2020-10-26
TA011.CZC,PTA2011,2020-11-18
TA012.CZC,PTA2012,2020-12-17
TA0702.CZC,PTA0702,2007-02-16
TA0703.CZC,PTA0703,2007-03-16
TA0704.CZC,PTA0704,2007-04-17
TA0705.CZC,PTA0705,2007-05-23
TA0706.CZC,PTA0706,2007-06-18
TA0707.CZC,PTA0707,2007-07-17
TA0708.CZC,PTA0708,2007-08-16
TA0709.CZC,PTA0709,2007-09-18
TA0710.CZC,PTA0710,2007-10-23
TA0711.CZC,PTA0711,2007-11-16
TA0712.CZC,PTA0712,2007-12-18
TA0801.CZC,PTA0801,2008-01-17
TA0802.CZC,PTA0802,2008-02-25
TA0803.CZC,PTA0803,2008-03-18
TA0804.CZC,PTA0804,2008-04-17
TA0805.CZC,PTA0805,2008-05-20
TA0806.CZC,PTA0806,2008-06-18
TA0807.CZC,PTA0807,2008-07-16
TA0808.CZC,PTA0808,2008-08-18
TA0809.CZC,PTA0809,2008-09-17
TA0810.CZC,PTA0810,2008-10-21
TA0811.CZC,PTA0811,2008-11-18
TA0812.CZC,PTA0812,2008-12-16
TA0901.CZC,PTA0901,2009-01-20
TA0902.CZC,PTA0902,2009-02-17
TA0903.CZC,PTA0903,2009-03-17
TA0904.CZC,PTA0904,2009-04-17
TA0905.CZC,PTA0905,2009-05-19
TA0906.CZC,PTA0906,2009-06-16
TA0907.CZC,PTA0907,2009-07-16
TA0908.CZC,PTA0908,2009-08-18
TA0909.CZC,PTA0909,2009-09-16
TA0910.CZC,PTA0910,2009-10-26
TA0911.CZC,PTA0911,2009-11-17
TA0912.CZC,PTA0912,2009-12-16
TA1001.CZC,PTA1001,2010-01-19
TA1002.CZC,PTA1002,2010-02-23
TA1003.CZC,PTA1003,2010-03-16
TA1004.CZC,PTA1004,2010-04-19
TA1005.CZC,PTA1005,2010-05-19
TA1006.CZC,PTA1006,2010-06-21
TA1007.CZC,PTA1007,2010-07-16
TA1008.CZC,PTA1008,2010-08-17
TA1009.CZC,PTA1009,2010-09-16
TA101.CZC,PTA2101,2021-01-20
TA1010.CZC,PTA1010,2010-10-25
TA1011.CZC,PTA1011,2010-11-16
TA1012.CZC,PTA1012,2010-12-16
TA102.CZC,PTA2102,2021-02-24
TA103.CZC,PTA2103,2021-03-17
TA104.CZC,PTA2104,2021-04-20
TA105.CZC,PTA2105,2021-05-24
TA106.CZC,PTA2106,2021-06-18
TA107.CZC,PTA2107,2021-07-19
TA108.CZC,PTA2108,2021-08-18
TA109.CZC,PTA2109,2021-09-17
TA110.CZC,PTA2110,2021-10-26
TA1101.CZC,PTA1101,2011-01-19
TA1102.CZC,PTA1102,2011-02-23
TA1103.CZC,PTA1103,2011-03-16
TA1104.CZC,PTA1104,2011-04-20
TA1105.CZC,PTA1105,2011-05-18
TA1106.CZC,PTA1106,2011-06-17
TA1107.CZC,PTA1107,2011-07-18
TA1108.CZC,PTA1108,2011-08-16
TA1109.CZC,PTA1109,2011-09-19
TA111.CZC,PTA2111,2021-11-17
TA1110.CZC,PTA1110,2011-10-25
TA1111.CZC,PTA1111,2011-11-16
TA1112.CZC,PTA1112,2011-12-16
TA112.CZC,PTA2112,2021-12-17
TA1201.CZC,PTA1201,2012-01-19
TA1202.CZC,PTA1202,2012-02-16
TA1203.CZC,PTA1203,2012-03-16
TA1204.CZC,PTA1204,2012-04-20
TA1205.CZC,PTA1205,2012-05-17
TA1206.CZC,PTA1206,2012-06-18
TA1207.CZC,PTA1207,2012-07-17
TA1208.CZC,PTA1208,2012-08-16
TA1209.CZC,PTA1209,2012-09-18
TA1210.CZC,PTA1210,2012-10-23
TA1211.CZC,PTA1211,2012-11-16
TA1212.CZC,PTA1212,2012-12-18
TA1301.CZC,PTA1301,2013-01-21
TA1302.CZC,PTA1302,2013-02-25
TA1303.CZC,PTA1303,2013-03-18
TA1304.CZC,PTA1304,2013-04-18
TA1305.CZC,PTA1305,2013-05-17
TA1306.CZC,PTA1306,2013-06-21
TA1307.CZC,PTA1307,2013-07-16
TA1308.CZC,PTA1308,2013-08-16
TA1309.CZC,PTA1309,2013-09-17
TA201.CZC,PTA2201,2022-01-20
TA202.CZC,PTA2202,2022-02-23
TA203.CZC,PTA2203,2022-03-17
TA204.CZC,PTA2204,2022-04-21
TA205.CZC,PTA2205,2022-05-23
TA206.CZC,PTA2206,2022-06-20
TA207.CZC,PTA2207,2022-07-19
TA208.CZC,PTA2208,2022-08-17
TA209.CZC,PTA2209,2022-09-20
TA210.CZC,PTA2210,2022-10-26
TA211.CZC,PTA2211,2022-11-17
TA212.CZC,PTA2212,2022-12-19
TA301.CZC,PTA2301,2023-01-18
TA302.CZC,PTA2302,2023-02-17
TA303.CZC,PTA2303,2023-03-17
TA304.CZC,PTA2304,2023-04-19
TA305.CZC,PTA2305,2023-05-17
TA306.CZC,PTA2306,2023-06-19
TA307.CZC,PTA2307,2023-07-19
TA308.CZC,PTA2308,2023-08-17
TA309.CZC,PTA2309,2023-09-19
TA310.CZC,PTA1310,2013-10-23
TA311.CZC,PTA1311,2013-11-18
TA312.CZC,PTA1312,2013-12-17
TA401.CZC,PTA1401,2014-01-17
TA402.CZC,PTA1402,2014-02-24
TA403.CZC,PTA1403,2014-03-18
TA404.CZC,PTA1404,2014-04-17
TA405.CZC,PTA1405,2014-05-20
TA406.CZC,PTA1406,2014-06-18
TA407.CZC,PTA1407,2014-07-16
TA408.CZC,PTA1408,2014-08-18
TA409.CZC,PTA1409,2014-09-17
TA410.CZC,PTA1410,2014-10-23
TA411.CZC,PTA1411,2014-11-18
TA412.CZC,PTA1412,2014-12-16
TA501.CZC,PTA1501,2015-01-20
TA502.CZC,PTA1502,2015-02-17
TA503.CZC,PTA1503,2015-03-17
TA504.CZC,PTA1504,2015-04-17
TA505.CZC,PTA1505,2015-05-19
TA506.CZC,PTA1506,2015-06-16
TA507.CZC,PTA1507,2015-07-16
TA508.CZC,PTA1508,2015-08-18
TA509.CZC,PTA1509,2015-09-18
TA510.CZC,PTA1510,2015-10-23
TA511.CZC,PTA1511,2015-11-17
TA512.CZC,PTA1512,2015-12-16
TA601.CZC,PTA1601,2016-01-19
TA602.CZC,PTA1602,2016-02-23
TA603.CZC,PTA1603,2016-03-16
TA604.CZC,PTA1604,2016-04-19
TA605.CZC,PTA1605,2016-05-18
TA606.CZC,PTA1606,2016-06-20
TA607.CZC,PTA1607,2016-07-18
TA608.CZC,PTA1608,2016-08-16
TA609.CZC,PTA1609,2016-09-20
TA610.CZC,PTA1610,2016-10-25
TA611.CZC,PTA1611,2016-11-16
TA612.CZC,PTA1612,2016-12-16
TA701.CZC,PTA1701,2017-01-18
TA702.CZC,PTA1702,2017-02-20
TA703.CZC,PTA1703,2017-03-16
TA704.CZC,PTA1704,2017-04-20
TA705.CZC,PTA1705,2017-05-17
TA706.CZC,PTA1706,2017-06-16
TA707.CZC,PTA1707,2017-07-18
TA708.CZC,PTA1708,2017-08-16
TA709.CZC,PTA1709,2017-09-18
TA710.CZC,PTA1710,2017-10-24
TA711.CZC,PTA1711,2017-11-16
TA712.CZC,PTA1712,2017-12-18
TA801.CZC,PTA1801,2018-01-17
TA802.CZC,PTA1802,2018-02-23
TA803.CZC,PTA1803,2018-03-16
TA804.CZC,PTA1804,2018-04-19
TA805.CZC,PTA1805,2018-05-17
TA806.CZC,PTA1806,2018-06-19
TA807.CZC,PTA1807,2018-07-17
TA808.CZC,PTA1808,2018-08-16
TA809.CZC,PTA1809,2018-09-18
TA810.CZC,PTA1810,2018-10-23
TA811.CZC,PTA1811,2018-11-16
TA812.CZC,PTA1812,2018-12-18
TA901.CZC,PTA1901,2019-01-17
TA902.CZC,PTA1902,2019-02-25
TA903.CZC,PTA1903,2019-03-18
TA904.CZC,PTA1904,2019-04-17
TA905.CZC,PTA1905,2019-05-21
TA906.CZC,PTA1906,2019-06-19
TA907.CZC,PTA1907,2019-07-16
TA908.CZC,PTA1908,2019-08-16
TA909.CZC,PTA1909,2019-09-18
TA910.CZC,PTA1910,2019-10-23
TA911.CZC,PTA1911,2019-11-18
TA912.CZC,PTA1912,2019-12-17
TC312.CZC,动力煤1312,2013-12-10
TC401.CZC,动力煤1401,2014-01-10
TC402.CZC,动力煤1402,2014-02-17
TC403.CZC,动力煤1403,2014-03-11
TC404.CZC,动力煤1404,2014-04-10
TC405.CZC,动力煤1405,2014-05-13
TC406.CZC,动力煤1406,2014-06-11
TC407.CZC,动力煤1407,2014-07-09
TC408.CZC,动力煤1408,2014-08-11
TC409.CZC,动力煤1409,2014-09-10
TC410.CZC,动力煤1410,2014-10-16
TC411.CZC,动力煤1411,2014-11-11
TC412.CZC,动力煤1412,2014-12-09
TC501.CZC,动力煤1501,2015-01-13
TC502.CZC,动力煤1502,2015-02-10
TC503.CZC,动力煤1503,2015-03-10
TC504.CZC,动力煤1504,2015-04-10
TC505.CZC,动力煤1505,2015-05-12
TC506.CZC,动力煤1506,2015-06-09
TC507.CZC,动力煤1507,2015-07-09
TC508.CZC,动力煤1508,2015-08-11
TC509.CZC,动力煤1509,2015-09-11
TC510.CZC,动力煤1510,2015-10-16
TC511.CZC,动力煤1511,2015-11-10
TC512.CZC,动力煤1512,2015-12-09
TC601.CZC,动力煤1601,2016-01-12
TC602.CZC,动力煤1602,2016-02-16
TC603.CZC,动力煤1603,2016-03-09
TC604.CZC,动力煤1604,2016-04-12
TF1312.CFE,TF1312,2013-12-18
TF1403.CFE,TF1403,2014-03-19
TF1406.CFE,TF1406,2014-06-18
TF1409.CFE,TF1409,2014-09-17
TF1412.CFE,TF1412,2014-12-17
TF1503.CFE,TF1503,2015-03-18
TF1506.CFE,TF1506,2015-06-17
TF1509.CFE,TF1509,2015-09-16
TF1512.CFE,TF1512,2015-12-16
TF1603.CFE,TF1603,2016-03-16
TF1606.CFE,TF1606,2016-06-16
TF1609.CFE,TF1609,2016-09-14
TF1612.CFE,TF1612,2016-12-14
TF1703.CFE,TF1703,2017-03-15
TF1706.CFE,TF1706,2017-06-14
TF1709.CFE,TF1709,2017-09-13
TF1712.CFE,TF1712,2017-12-13
TF1803.CFE,TF1803,2018-03-14
TF1806.CFE,TF1806,2018-06-13
TF1809.CFE,TF1809,2018-09-19
TF1812.CFE,TF1812,2018-12-19
TF1903.CFE,TF1903,2019-03-13
TF1906.CFE,TF1906,2019-06-19
TF1909.CFE,TF1909,2019-09-19
TF1912.CFE,TF1912,2019-12-18
TF2003.CFE,TF2003,2020-03-18
TF2006.CFE,TF2006,2020-06-17
TF2009.CFE,TF2009,2020-09-16
TF2012.CFE,TF2012,2020-12-16
TF2103.CFE,TF2103,2021-03-17
TF2106.CFE,TF2106,2021-06-17
TF2109.CFE,TF2109,2021-09-15
TF2112.CFE,TF2112,2021-12-15
TF2203.CFE,TF2203,2022-03-16
TF2206.CFE,TF2206,2022-06-15
TF2209.CFE,TF2209,2022-09-15
TF2212.CFE,TF2212,2022-12-14
TF2303.CFE,TF2303,2023-03-15
TF2306.CFE,TF2306,2023-06-14
TL1903-S.CFE,TL1903(仿真),2019-03-13
TL1906-S.CFE,TL1906(仿真),2019-06-19
TL1909-S.CFE,TL1909(仿真),2019-09-19
TL1912-S.CFE,TL1912(仿真),2019-12-18
TL2003-S.CFE,TL2003(仿真),2020-03-18
TL2006-S.CFE,TL2006(仿真),2020-06-17
TL2009-S.CFE,TL2009(仿真),2020-09-16
TL2012-S.CFE,TL2012(仿真),2020-12-16
TL2103-S.CFE,TL2103(仿真),2021-03-17
TL2106-S.CFE,TL2106(仿真),2021-06-17
TL2109-S.CFE,TL2109(仿真),2021-09-15
TL2112-S.CFE,TL2112(仿真),2021-12-15
TL2203-S.CFE,TL2203(仿真),2022-03-16
TS1703-S.CFE,TS1703(仿真),2017-03-15
TS1706-S.CFE,TS1706(仿真),2017-06-14
TS1709-S.CFE,TS1709(仿真),2017-09-13
TS1712-S.CFE,TS1712(仿真),2017-12-13
TS1803-S.CFE,TS1803(仿真),2018-03-14
TS1806-S.CFE,TS1806(仿真),2018-06-13
TS1809-S.CFE,TS1809(仿真),2018-08-21
TS1812.CFE,TS1812,2018-12-19
TS1812-S.CFE,TS1812(仿真),2018-08-21
TS1903.CFE,TS1903,2019-03-13
TS1903-S.CFE,TS1903(仿真),2018-08-21
TS1906.CFE,TS1906,2019-06-19
TS1906-S.CFE,TS1906(仿真),2018-08-21
TS1909.CFE,TS1909,2019-09-19
TS1912.CFE,TS1912,2019-12-18
TS2003.CFE,TS2003,2020-03-18
TS2006.CFE,TS2006,2020-06-17
TS2009.CFE,TS2009,2020-09-16
TS2012.CFE,TS2012,2020-12-16
TS2103.CFE,TS2103,2021-03-17
TS2106.CFE,TS2106,2021-06-17
TS2109.CFE,TS2109,2021-09-15
TS2112.CFE,TS2112,2021-12-15
TS2203.CFE,TS2203,2022-03-16
TS2206.CFE,TS2206,2022-06-15
TS2209.CFE,TS2209,2022-09-15
TS2212.CFE,TS2212,2022-12-14
TS2303.CFE,TS2303,2023-03-15
TS2306.CFE,TS2306,2023-06-14
TT1412-S.CFE,TT1412(仿真),2014-12-17
TT1503-S.CFE,TT1503(仿真),2015-03-18
TT1506-S.CFE,TT1506(仿真),2015-06-17
TT1509-S.CFE,TT1509(仿真),2015-09-16
TT1512-S.CFE,TT1512(仿真),2015-12-16
TT1603-S.CFE,TT1603(仿真),2016-03-16
TT1606-S.CFE,TT1606(仿真),2016-06-16
TT1609-S.CFE,TT1609(仿真),2016-09-14
TT1612-S.CFE,TT1612(仿真),2016-12-14
TT1703-S.CFE,TT1703(仿真),2017-03-15
TT1706-S.CFE,TT1706(仿真),2017-06-14
TT1709-S.CFE,TT1709(仿真),2017-09-13
TT1712-S.CFE,TT1712(仿真),2017-12-13
TT1803-S.CFE,TT1803(仿真),2018-03-14
TT1806-S.CFE,TT1806(仿真),2018-06-13
TT1809-S.CFE,TT1809(仿真),2018-09-19
TT1812-S.CFE,TT1812(仿真),2018-12-19
TT1903-S.CFE,TT1903(仿真),2019-03-13
UR001.CZC,尿素2001,2020-01-17
UR002.CZC,尿素2002,2020-02-18
UR003.CZC,尿素2003,2020-03-17
UR004.CZC,尿素2004,2020-04-17
UR005.CZC,尿素2005,2020-05-21
UR006.CZC,尿素2006,2020-06-16
UR007.CZC,尿素2007,2020-07-16
UR008.CZC,尿素2008,2020-08-18
UR009.CZC,尿素2009,2020-09-16
UR010.CZC,尿素2010,2020-10-26
UR011.CZC,尿素2011,2020-11-18
UR012.CZC,尿素2012,2020-12-17
UR101.CZC,尿素2101,2021-01-20
UR102.CZC,尿素2102,2021-02-24
UR103.CZC,尿素2103,2021-03-17
UR104.CZC,尿素2104,2021-04-20
UR105.CZC,尿素2105,2021-05-24
UR106.CZC,尿素2106,2021-06-18
UR107.CZC,尿素2107,2021-07-19
UR108.CZC,尿素2108,2021-08-18
UR109.CZC,尿素2109,2021-09-17
UR110.CZC,尿素2110,2021-10-26
UR111.CZC,尿素2111,2021-11-17
UR112.CZC,尿素2112,2021-12-17
UR201.CZC,尿素2201,2022-01-20
UR202.CZC,尿素2202,2022-02-23
UR203.CZC,尿素2203,2022-03-17
