,order_book_id,underlying_symbol,market_tplus,symbol,margin_rate,maturity_date,type,trading_code,exchange,product,contract_multiplier,round_lot,trading_hours,listed_date,industry_name,de_listed_date,underlying_order_book_id,start_delivery_date,end_delivery_date
247,AG1809,AG,0.0,白银1809,0.2,2018-09-17,Future,ag1809,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2017-09-18,贵金属,2018-09-17,,2018-09-18,2018-09-25
248,AG1810,AG,0.0,白银1810,0.2,2018-10-15,Future,ag1810,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2017-10-17,贵金属,2018-10-15,,2018-10-16,2018-10-22
249,AG1811,AG,0.0,白银1811,0.2,2018-11-15,Future,ag1811,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2017-11-16,贵金属,2018-11-15,,2018-11-16,2018-11-22
250,AG1812,AG,0.0,白银1812,0.2,2018-12-17,Future,ag1812,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2017-12-18,贵金属,2018-12-17,,2018-12-18,2018-12-24
251,AG1901,AG,0.0,白银1901,0.2,2019-01-15,Future,ag1901,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2018-01-16,贵金属,2019-01-15,,2019-01-16,2019-01-22
252,AG1902,AG,0.0,白银1902,0.2,2019-02-15,Future,ag1902,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2018-02-12,贵金属,2019-02-15,,2019-02-18,2019-02-22
253,AG1903,AG,0.0,白银1903,0.2,2019-03-15,Future,ag1903,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2018-03-16,贵金属,2019-03-15,,2019-03-18,2019-03-22
254,AG1904,AG,0.0,白银1904,0.2,2019-04-15,Future,ag1904,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2018-04-17,贵金属,2019-04-15,,2019-04-16,2019-04-22
255,AG1905,AG,0.0,白银1905,0.2,2019-05-15,Future,ag1905,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2018-05-16,贵金属,2019-05-15,,2019-05-16,2019-05-22
256,AG1906,AG,0.0,白银1906,0.2,2019-06-17,Future,ag1906,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2018-06-19,贵金属,2019-06-17,,2019-06-18,2019-06-24
257,AG1907,AG,0.0,白银1907,0.2,2019-07-15,Future,ag1907,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2018-07-17,贵金属,2019-07-15,,2019-07-16,2019-07-22
258,AG1908,AG,0.0,白银1908,0.2,2019-08-15,Future,ag1908,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2018-08-16,贵金属,2019-08-15,,2019-08-16,2019-08-22
259,AG1909,AG,0.0,白银1909,0.2,2019-09-16,Future,ag1909,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2018-09-18,贵金属,2019-09-16,,2019-09-17,2019-09-23
260,AG1910,AG,0.0,白银1910,0.2,2019-10-15,Future,ag1910,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2018-10-16,贵金属,2019-10-15,,2019-10-16,2019-10-22
261,AG1911,AG,0.0,白银1911,0.2,2019-11-15,Future,ag1911,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2018-11-16,贵金属,2019-11-15,,2019-11-18,2019-11-22
262,AG1912,AG,0.0,白银1912,0.2,2019-12-16,Future,ag1912,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2018-12-18,贵金属,2019-12-16,,2019-12-17,2019-12-23
263,AG2001,AG,0.0,白银2001,0.2,2020-01-15,Future,ag2001,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2019-01-16,贵金属,2020-01-15,,2020-01-16,2020-01-22
264,AG2002,AG,0.0,白银2002,0.2,2020-02-17,Future,ag2002,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2019-02-18,贵金属,2020-02-17,null,2020-02-18,2020-02-24
265,AG2003,AG,0.0,白银2003,0.2,2020-03-16,Future,ag2003,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2019-03-18,贵金属,2020-03-16,null,2020-03-17,2020-03-23
266,AG2004,AG,0.0,白银2004,0.2,2020-04-15,Future,ag2004,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2019-04-16,贵金属,2020-04-15,null,2020-04-16,2020-04-22
267,AG2005,AG,0.0,白银2005,0.2,2020-05-15,Future,ag2005,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2019-05-16,贵金属,2020-05-15,null,2020-05-18,2020-05-22
268,AG2006,AG,0.0,白银2006,0.2,2020-06-15,Future,ag2006,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2019-06-18,贵金属,2020-06-15,null,2020-06-16,2020-06-22
269,AG2007,AG,0.0,白银2007,0.2,2020-07-15,Future,ag2007,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2019-07-16,贵金属,2020-07-15,null,2020-07-16,2020-07-22
270,AG2008,AG,0.0,白银2008,0.2,2020-08-17,Future,ag2008,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2019-08-16,贵金属,2020-08-17,null,2020-08-18,2020-08-24
271,AG2009,AG,0.0,白银2009,0.2,2020-09-15,Future,ag2009,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2019-09-17,贵金属,2020-09-15,null,2020-09-16,2020-09-18
272,AG2010,AG,0.0,白银2010,0.2,2020-10-15,Future,ag2010,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2019-10-16,贵金属,2020-10-15,null,2020-10-16,2020-10-20
273,AG2011,AG,0.0,白银2011,0.2,2020-11-16,Future,ag2011,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2019-11-18,贵金属,2020-11-16,null,2020-11-17,2020-11-19
274,AG2012,AG,0.0,白银2012,0.2,2020-12-15,Future,ag2012,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2019-12-17,贵金属,2020-12-15,null,2020-12-16,2020-12-18
275,AG2101,AG,0.0,白银2101,0.2,2021-01-15,Future,ag2101,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2020-01-16,贵金属,2021-01-15,null,2021-01-18,2021-01-20
276,AG2102,AG,0.0,白银2102,0.2,2021-02-05,Future,ag2102,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2020-02-18,贵金属,2021-02-05,null,2021-02-08,2021-02-10
277,AG2103,AG,0.0,白银2103,0.2,2021-03-15,Future,ag2103,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2020-03-17,贵金属,2021-03-15,null,2021-03-16,2021-03-18
278,AG2104,AG,0.0,白银2104,0.2,2021-04-15,Future,ag2104,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2020-04-16,贵金属,2021-04-15,null,2021-04-16,2021-04-20
279,AG2105,AG,0.0,白银2105,0.2,2021-05-17,Future,ag2105,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2020-05-18,贵金属,2021-05-17,null,2021-05-18,2021-05-20
280,AG2106,AG,0.0,白银2106,0.2,2021-06-15,Future,ag2106,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2020-06-16,贵金属,2021-06-15,,2021-06-16,2021-06-18
281,AG2107,AG,0.0,白银2107,0.2,2021-07-15,Future,ag2107,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2020-07-16,贵金属,2021-07-15,,2021-07-16,2021-07-20
282,AG2108,AG,0.0,白银2108,0.2,2021-08-16,Future,ag2108,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2020-08-18,贵金属,2021-08-16,,2021-08-17,2021-08-19
283,AG2109,AG,0.0,白银2109,0.2,2021-09-15,Future,ag2109,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2020-09-16,贵金属,2021-09-15,,2021-09-16,2021-09-22
284,AG2110,AG,0.0,白银2110,0.2,2021-10-15,Future,ag2110,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2020-10-16,贵金属,2021-10-15,,2021-10-18,2021-10-20
285,AG2111,AG,0.0,白银2111,0.2,2021-11-15,Future,ag2111,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2020-11-17,贵金属,2021-11-15,,2021-11-16,2021-11-18
286,AG2112,AG,0.0,白银2112,0.2,2021-12-15,Future,ag2112,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2020-12-16,贵金属,2021-12-15,,2021-12-16,2021-12-20
287,AG2201,AG,0.0,白银2201,0.2,2022-01-17,Future,ag2201,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2021-01-18,贵金属,2022-01-17,,2022-01-18,2022-01-20
288,AG2202,AG,0.0,白银2202,0.2,2022-02-15,Future,ag2202,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2021-02-08,贵金属,2022-02-15,,2022-02-16,2022-02-18
289,AG2203,AG,0.0,白银2203,0.2,2022-03-15,Future,ag2203,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2021-03-16,贵金属,2022-03-15,,2022-03-16,2022-03-18
290,AG2204,AG,0.0,白银2204,0.2,2022-04-15,Future,ag2204,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2021-04-16,贵金属,2022-04-15,,2022-04-18,2022-04-20
291,AG2205,AG,0.0,白银2205,0.2,2022-05-16,Future,ag2205,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2021-05-18,贵金属,2022-05-16,,2022-05-17,2022-05-19
292,AG2206,AG,0.0,白银2206,0.2,2022-06-15,Future,ag2206,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2021-06-16,贵金属,2022-06-15,,2022-06-16,2022-06-20
293,AG2207,AG,0.0,白银2207,0.2,2022-07-15,Future,ag2207,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2021-07-16,贵金属,2022-07-15,,2022-07-18,2022-07-20
294,AG2208,AG,0.0,白银2208,0.2,2022-08-15,Future,ag2208,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2021-08-17,贵金属,2022-08-15,,2022-08-16,2022-08-18
295,AG2209,AG,0.0,白银2209,0.2,2022-09-15,Future,ag2209,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2021-09-16,贵金属,2022-09-15,,2022-09-16,2022-09-20
296,AG2210,AG,0.0,白银2210,0.2,2022-10-17,Future,ag2210,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2021-10-18,贵金属,2022-10-17,,2022-10-18,2022-10-20
297,AG2211,AG,0.0,白银2211,0.2,2022-11-15,Future,ag2211,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2021-11-16,贵金属,2022-11-15,,2022-11-16,2022-11-18
298,AG2212,AG,0.0,白银2212,0.2,2022-12-15,Future,ag2212,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2021-12-16,贵金属,2022-12-15,,2022-12-16,2022-12-20
299,AG2301,AG,0.0,白银2301,0.2,2023-01-16,Future,ag2301,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2022-01-18,贵金属,2023-01-16,,2023-01-17,2023-01-19
300,AG2302,AG,0.0,白银2302,0.2,2023-02-15,Future,ag2302,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2022-02-16,贵金属,2023-02-15,,2023-02-16,2023-02-20
301,AG2303,AG,0.0,白银2303,0.2,2023-03-15,Future,ag2303,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2022-03-16,贵金属,2023-03-15,,2023-03-16,2023-03-20
302,AG2304,AG,0.0,白银2304,0.2,2023-04-17,Future,ag2304,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2022-04-18,贵金属,2023-04-17,,2023-04-18,2023-04-19
303,AG2305,AG,0.0,白银2305,0.2,2023-05-15,Future,ag2305,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2022-05-17,贵金属,2023-05-15,,2023-05-16,2023-05-17
304,AG2306,AG,0.0,白银2306,0.2,2023-06-15,Future,ag2306,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2022-06-16,贵金属,2023-06-15,,2023-06-16,2023-06-19
305,AG2307,AG,0.0,白银2307,0.2,2023-07-17,Future,ag2307,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2022-07-18,贵金属,2023-07-17,,2023-07-18,2023-07-19
306,AG2308,AG,0.0,白银2308,0.2,2023-08-15,Future,ag2308,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2022-08-16,贵金属,2023-08-15,,2023-08-16,2023-08-17
307,AG2309,AG,0.0,白银2309,0.2,2023-09-15,Future,ag2309,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2022-09-16,贵金属,2023-09-15,,2023-09-18,2023-09-19
308,AG2310,AG,0.0,白银2310,0.2,2023-10-16,Future,ag2310,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2022-10-18,贵金属,2023-10-16,,2023-10-17,2023-10-18
309,AG2311,AG,0.0,白银2311,0.2,2023-11-15,Future,ag2311,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2022-11-16,贵金属,2023-11-15,,2023-11-16,2023-11-17
310,AG2312,AG,0.0,白银2312,0.2,2023-12-15,Future,ag2312,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2022-12-16,贵金属,2023-12-15,,2023-12-18,2023-12-19
311,AG2401,AG,0.0,ag2401,0.2,2024-01-15,Future,ag2401,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2023-01-17,贵金属,2024-01-15,,2024-01-16,2024-01-17
312,AG2402,AG,0.0,ag2402,0.2,2024-02-19,Future,ag2402,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2023-02-16,贵金属,2024-02-19,,2024-02-20,2024-02-21
313,AG2403,AG,0.0,ag2403,0.2,2024-03-15,Future,ag2403,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2023-03-16,贵金属,2024-03-15,,2024-03-18,2024-03-19
314,AG2404,AG,0.0,ag2404,0.2,2024-04-15,Future,ag2404,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2023-04-18,贵金属,2024-04-15,,2024-04-16,2024-04-17
315,AG2405,AG,0.0,ag2405,0.2,2024-05-15,Future,ag2405,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2023-05-16,贵金属,2024-05-15,,2024-05-16,2024-05-17
316,AG2406,AG,0.0,ag2406,0.2,2024-06-17,Future,ag2406,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2023-06-16,贵金属,2024-06-17,,2024-06-18,2024-06-19
317,AG2407,AG,0.0,ag2407,0.2,2024-07-15,Future,ag2407,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2023-07-18,贵金属,2024-07-15,,2024-07-16,2024-07-17
318,AG2408,AG,0.0,ag2408,0.2,2024-08-15,Future,ag2408,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2023-08-16,贵金属,2024-08-15,,2024-08-16,2024-08-19
319,AG2409,AG,0.0,ag2409,0.2,2024-09-18,Future,ag2409,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2023-09-18,贵金属,2024-09-18,,2024-09-19,2024-09-20
320,AG2410,AG,0.0,ag2410,0.2,2024-10-15,Future,ag2410,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2023-10-17,贵金属,2024-10-15,,2024-10-16,2024-10-17
321,AG2411,AG,0.0,ag2411,0.2,2024-11-15,Future,ag2411,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2023-11-16,贵金属,2024-11-15,,2024-11-18,2024-11-19
322,AG2412,AG,0.0,ag2412,0.2,2024-12-16,Future,ag2412,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2023-12-18,贵金属,2024-12-16,,2024-12-17,2024-12-18
323,AG2501,AG,0.0,ag2501,0.2,2025-01-15,Future,ag2501,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2024-01-16,贵金属,2025-01-15,,2025-01-16,2025-01-17
324,AG2502,AG,0.0,ag2502,0.2,2025-02-17,Future,ag2502,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2024-02-20,贵金属,2025-02-17,,2025-02-18,2025-02-19
325,AG2503,AG,0.0,ag2503,0.2,2025-03-17,Future,ag2503,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2024-03-18,贵金属,2025-03-17,,2025-03-18,2025-03-19
326,AG2504,AG,0.0,ag2504,0.2,2025-04-15,Future,ag2504,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2024-04-16,贵金属,2025-04-15,,2025-04-16,2025-04-17
327,AG2505,AG,0.0,ag2505,0.2,2025-05-15,Future,ag2505,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2024-05-16,贵金属,2025-05-15,,2025-05-16,2025-05-19
328,AG2506,AG,0.0,ag2506,0.2,2025-06-16,Future,ag2506,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2024-06-18,贵金属,2025-06-16,,2025-06-17,2025-06-18
329,AG2507,AG,0.0,ag2507,0.2,2025-07-15,Future,ag2507,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2024-07-16,贵金属,2025-07-15,,2025-07-16,2025-07-17
330,AG2508,AG,0.0,ag2508,0.2,2025-08-15,Future,ag2508,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2024-08-16,贵金属,2025-08-15,,2025-08-18,2025-08-19
331,AG2509,AG,0.0,ag2509,0.2,2025-09-15,Future,ag2509,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2024-09-19,贵金属,2025-09-15,,2025-09-16,2025-09-17
332,AG2510,AG,0.0,ag2510,0.2,2025-10-15,Future,ag2510,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2024-10-16,贵金属,2025-10-15,,2025-10-16,2025-10-17
333,AG2511,AG,0.0,ag2511,0.2,2025-11-17,Future,ag2511,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2024-11-18,贵金属,2025-11-17,,2025-11-18,2025-11-19
334,AG2512,AG,0.0,ag2512,0.2,2025-12-15,Future,ag2512,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2024-12-17,贵金属,2025-12-15,,2025-12-16,2025-12-17
335,AG2601,AG,0.0,ag2601,0.2,2026-01-15,Future,ag2601,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2025-01-16,贵金属,2026-01-15,,2026-01-16,2026-01-19
336,AG2602,AG,0.0,ag2602,0.27,2026-02-24,Future,ag2602,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2025-02-18,贵金属,2026-02-24,,2026-02-25,2026-02-26
337,AG2603,AG,0.0,ag2603,0.22000000000000003,2026-03-16,Future,ag2603,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2025-03-18,贵金属,2026-03-16,,2026-03-17,2026-03-18
338,AG2604,AG,0.0,ag2604,0.22000000000000003,2026-04-15,Future,ag2604,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2025-04-16,贵金属,2026-04-15,,2026-04-16,2026-04-17
339,AG2605,AG,0.0,ag2605,0.22000000000000003,2026-05-15,Future,ag2605,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2025-05-16,贵金属,2026-05-15,,2026-05-18,2026-05-19
340,AG2606,AG,0.0,ag2606,0.22000000000000003,2026-06-15,Future,ag2606,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2025-06-17,贵金属,2026-06-15,,2026-06-16,2026-06-17
341,AG2607,AG,0.0,ag2607,0.22000000000000003,2026-07-15,Future,ag2607,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2025-07-16,贵金属,2026-07-15,,2026-07-16,2026-07-17
342,AG2608,AG,0.0,ag2608,0.22000000000000003,2026-08-17,Future,ag2608,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2025-08-18,贵金属,2026-08-17,,2026-08-18,2026-08-19
343,AG2609,AG,0.0,ag2609,0.22000000000000003,2026-09-15,Future,ag2609,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2025-09-16,贵金属,2026-09-15,,2026-09-16,2026-09-17
344,AG2610,AG,0.0,ag2610,0.22000000000000003,2026-10-15,Future,ag2610,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2025-10-16,贵金属,2026-10-15,,2026-10-16,2026-10-19
345,AG2611,AG,0.0,ag2611,0.22000000000000003,2026-11-16,Future,ag2611,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2025-11-18,贵金属,2026-11-16,,2026-11-17,2026-11-18
346,AG2612,AG,0.0,ag2612,0.22000000000000003,2026-12-15,Future,ag2612,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2025-12-16,贵金属,2026-12-15,,2026-12-16,2026-12-17
347,AG2701,AG,0.0,ag2701,0.22000000000000003,2027-01-15,Future,ag2701,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2026-01-16,贵金属,2027-01-15,,2027-01-18,2027-01-19
348,AG2702,AG,0.0,ag2702,0.22000000000000003,2027-02-15,Future,ag2702,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2026-02-25,贵金属,2027-02-15,,2027-02-16,2027-02-17
349,AG2703,AG,0.0,ag2703,0.22000000000000003,2027-03-15,Future,ag2703,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2026-03-17,贵金属,2027-03-15,,2027-03-16,2027-03-17
350,AG2704,AG,0.0,ag2704,0.22000000000000003,2027-04-15,Future,ag2704,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2026-04-16,贵金属,2027-04-15,,2027-04-16,2027-04-19
351,AG2705,AG,0.0,ag2705,0.19,2027-05-17,Future,ag2705,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",2026-05-18,贵金属,2027-05-17,,2027-05-18,2027-05-19
352,AG88,AG,0.0,ag主力连续,0.22000000000000003,0000-00-00,Future,AG2608,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,贵金属,0000-00-00,,0000-00-00,0000-00-00
353,AG888,AG,0.0,ag主力连续价差平滑,0.22000000000000003,0000-00-00,Future,AG2608,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,贵金属,0000-00-00,,0000-00-00,0000-00-00
354,AG889,AG,0.0,ag主力连续价差平滑（后复权）,0.22000000000000003,0000-00-00,Future,AG2608,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,贵金属,0000-00-00,,0000-00-00,0000-00-00
355,AG88A2,AG,0.0,ag次主力连续,0.22000000000000003,0000-00-00,Future,AG2610,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,贵金属,0000-00-00,,0000-00-00,0000-00-00
356,AG99,AG,0.0,ag指数连续,0.22000000000000003,0000-00-00,Future,ag2205,SHFE,Commodity,15.0,1.0,"21:01-02:30,09:01-10:15,10:31-11:30,13:31-15:00",0000-00-00,贵金属,0000-00-00,,0000-00-00,0000-00-00
357,AL0001,AL,0.0,铝0001,0.05,2000-01-17,Future,al0001,SHFE,Commodity,5.0,1.0,"21:01-01:00,09:01-10:15,10:31-11:30,13:31-15:00",1999-08-04,有色,2000-01-17,null,2000-01-18,2000-01-24
