date,open,high,low,close,volume,returns,fac_Social_Financing_Monthly_diff,fac_Social_Financing_Monthly_diff_release,fac_Social_Financing_Monthly_zscore,fac_Social_Financing_Monthly_zscore_release,fac_Social_Financing_Monthly_level,fac_Social_Financing_Monthly_level_release,fac_PMI_Raw_Material_Inventory_diff,fac_PMI_Raw_Material_Inventory_diff_release,fac_PMI_Import_level,fac_PMI_Import_level_release,fac_CPI_=100_zscore,fac_CPI_=100_zscore_release,fac_PMI_level,fac_PMI_level_release,fac_PPI_All_Industry_YoY_level,fac_PPI_All_Industry_YoY_level_release,fac_PMI_Input_Price_level,fac_PMI_Input_Price_level_release,fac_PMI_zscore,fac_PMI_zscore_release,fac_PPIRM_Agri_Products_YoY_zscore,fac_PPIRM_Agri_Products_YoY_zscore_release,fac_PMI_Import_zscore,fac_PMI_Import_zscore_release,any_effective_release
2018-07-30,3672.184682301071,3707.696496922175,3668.238925120946,3699.804982561928,130926.0,0.006440071556350402,,0,,0,,0,-0.79999924,0,50.0,0,-2.1127467,0,53.2,0,4.7,0,57.7,0,0.13868643,0,-0.6918055,0,-1.3701972,0,0
2018-07-31,3693.2287205950574,3711.6422541022994,3686.6524586281853,3710.3270017089244,123952.0,0.002843938855314976,,0,,0,,0,-0.79999924,0,50.0,0,-2.085318,0,53.2,0,4.7,0,57.7,0,0.13820136,0,-0.68690014,0,-1.358338,0,0
2018-08-01,3710.3270017089244,3732.686292396288,3680.0761966613127,3701.1202349553037,144256.0,-0.002481389578163906,,0,,0,,0,0.10000229,1,49.6,1,-2.0586822,0,52.3,1,4.7,0,54.3,1,-0.9445989,1,-0.68201435,0,-2.0789325,1,0
2018-08-02,3706.3812445288017,3726.1100304294155,3691.9134682016847,3706.3812445288017,102932.0,0.001421464108031456,,0,,0,,0,0.10000229,0,49.6,0,-2.0327992,0,52.3,0,4.7,0,54.3,0,-0.9391069,0,-0.6771477,0,-2.052906,0,0
2018-08-03,3706.3812445288017,3716.903263675795,3678.7609442679423,3693.2287205950574,105360.0,-0.0035486160397448785,,0,,0,,0,0.10000229,0,49.6,0,-2.0076318,0,52.3,0,4.7,0,54.3,0,-0.9336508,0,-0.67229986,0,-2.0276055,0,0
2018-08-06,3697.1744777751805,3739.2625543631593,3686.6524586281853,3726.1100304294155,103654.0,0.00890313390313402,,0,,0,,0,0.10000229,0,49.6,0,-1.9831448,0,52.3,0,4.7,0,54.3,0,-0.92823005,0,-0.66747046,0,-2.0029957,0,0
2018-08-07,3740.577806756534,3748.4693211167805,3712.9575064956725,3739.2625543631593,103090.0,0.003529827038475375,,0,,0,,0,0.10000229,0,49.6,0,-1.9593059,0,52.3,0,4.7,0,54.3,0,-0.9228441,0,-0.6626592,0,-1.9790436,0,0
2018-08-08,3735.3167971830367,3760.3065926571485,3728.740535216165,3749.784573510155,73190.0,0.002813928948294464,,0,,0,,0,0.10000229,0,49.6,0,-1.9360847,0,52.3,0,4.7,0,54.3,0,-0.9174924,0,-0.65786576,0,-1.9557184,0,0
2018-08-09,3755.0455830836545,3785.2963881312617,3739.2625543631593,3782.6658833445103,145504.0,0.008768853034022417,,0,,0,,0,0.10000229,0,49.6,0,-1.913453,0,52.3,0,4.7,0,54.3,0,-0.9121744,0,-0.6530897,0,-1.9329911,0,0
2018-08-10,3776.08962137764,3793.1879024915074,3765.5676022306443,3785.2963881312617,113850.0,0.0006954102920730953,,0,,0,,0,0.10000229,0,49.6,0,-2.169144,1,52.3,0,4.6,1,54.3,0,-0.908481,0,-0.9874358,1,-1.9104035,0,0
2018-08-13,3783.9811357378867,3789.2421453113834,3694.5439729884324,3755.0455830836545,95712.0,-0.007991660875607542,,0,,0,,0,0.10000229,0,49.6,0,-2.1401763,0,52.3,0,4.6,0,54.3,0,-0.90480524,0,-0.9801539,0,-1.8883762,0,0
2018-08-14,3748.4693211167805,3780.035378557763,3741.8930591499075,3773.459116590893,83320.0,0.004903677758318237,,0,,0,,0,0.10000229,0,49.6,0,-2.1120832,0,52.3,0,4.6,0,54.3,0,-0.901147,0,-0.9729284,0,-1.8668846,0,0
2018-08-15,3773.459116590893,3793.1879024915074,3773.459116590893,3790.557397704759,50012.0,0.00453119553851522,,0,,0,,0,0.10000229,0,49.6,0,-2.0848181,0,52.3,0,4.6,0,54.3,0,-0.8975061,0,-0.96575814,0,-1.8459051,0,0
2018-08-16,3782.6658833445103,3786.611640524636,3730.0557876095404,3764.2523498372725,61534.0,-0.006939625260235949,,0,,0,,0,0.10000229,0,49.6,0,-2.0583386,0,52.3,0,4.6,0,54.3,0,-0.8938824,0,-0.958642,0,-1.825416,0,0
2018-08-17,3773.459116590893,3815.5471931788716,3751.0998259035273,3787.9268929180093,48574.0,0.0062893081761004055,,0,,0,,0,0.10000229,0,49.6,0,-2.0326054,0,52.3,0,4.6,0,54.3,0,-0.8902756,0,-0.9515788,0,-1.8053966,0,0
2018-08-20,3795.818407278252,3812.9166883921207,3762.937097443895,3781.350630951135,54256.0,-0.0017361111111118266,,0,,0,,0,0.10000229,0,49.6,0,-2.0075812,0,52.3,0,4.6,0,54.3,0,-0.8866856,0,-0.9445675,0,-1.7858273,0,0
2018-08-21,3791.8726500981306,3795.818407278252,3773.459116590893,3793.1879024915074,28120.0,0.00313043478260977,,0,,0,,0,0.10000229,0,49.6,0,-1.9836392,0,52.3,0,4.6,0,54.3,0,-0.8831122,0,-0.9371455,0,-1.7666899,0,0
2018-08-22,3805.025174031875,3815.5471931788716,3782.6658833445103,3790.557397704759,22046.0,-0.0006934812760055475,,0,,0,,0,0.10000229,0,49.6,0,-1.960325,0,52.3,0,4.6,0,54.3,0,-0.87955517,0,-0.9297755,0,-1.747967,0,0
2018-08-23,3790.557397704759,3810.286183605371,3772.143864197516,3793.1879024915074,22806.0,0.000693962526023606,,0,,0,,0,0.10000229,0,49.6,0,-1.9376097,0,52.3,0,4.6,0,54.3,0,-0.8760144,0,-0.92245626,0,-1.7296423,0,0
2018-08-24,3789.2421453113834,3819.492950358992,3781.350630951135,3787.9268929180093,23476.0,-0.0013869625520113171,,0,,0,,0,0.10000229,0,49.6,0,-1.9154664,0,52.3,0,4.6,0,54.3,0,-0.87248975,0,-0.9151867,0,-1.7117003,0,0
2018-08-27,3783.9811357378867,3801.079416851751,3764.2523498372725,3768.1981070173965,14726.0,-0.005208333333332815,,0,,0,,0,0.10000229,0,49.6,0,-1.8938698,0,52.3,0,4.6,0,54.3,0,-0.868981,0,-0.90796566,0,-1.6941264,0,0
2018-08-28,3780.035378557763,3795.818407278252,3764.2523498372725,3785.2963881312617,10978.0,0.0045375218150085495,,0,,0,,0,0.10000229,0,49.6,0,-1.8727959,0,52.3,0,4.6,0,54.3,0,-0.865488,0,-0.9007919,0,-1.6769066,0,0
2018-08-29,3785.2963881312617,3795.818407278252,3735.3167971830367,3736.6320495764116,13122.0,-0.012856150104239239,,0,,0,,0,0.10000229,0,49.6,0,-1.8522226,0,52.3,0,4.6,0,54.3,0,-0.86201054,0,-0.89366436,0,-1.6600277,0,0
2018-08-30,3752.4150782969045,3752.4150782969045,3732.686292396288,3739.2625543631593,10540.0,0.0007039774727206627,,0,,0,,0,0.10000229,0,49.6,0,-1.8321288,0,52.3,0,4.6,0,54.3,0,-0.8585485,0,-0.88658196,0,-1.6434774,0,0
2018-08-31,3754.504197310894,3771.3347333678043,3732.495034774935,3733.789691394696,307444.0,-0.0014636209383257492,,0,,0,,0,0.10000229,0,49.6,0,-1.8124945,0,52.3,0,4.6,0,54.3,0,-0.85510176,0,-0.87954366,0,-1.6272436,0,0
2018-09-03,3733.789691394696,3770.0400767480423,3709.1912156192107,3768.7454201282817,366428.0,0.009361997226075225,,0,,0,,0,-0.20000076,1,49.1,1,-1.7933015,0,52.2,1,4.6,0,58.7,1,-0.9675011,1,-0.87254834,0,-2.413133,1,0
2018-09-04,3772.6293899875654,3804.9958054816266,3766.1561068887563,3802.4064922421035,411598.0,0.00893163861216073,,0,,0,,0,-0.20000076,0,49.1,0,-1.7745317,0,52.2,0,4.6,0,58.7,0,-0.9630703,0,-0.86559504,0,-2.376355,0,0
2018-09-05,3806.2904621013895,3812.7637452002027,3789.45992604448,3790.7545826642404,294938.0,-0.003064351378958552,,0,,0,,0,-0.20000076,0,49.1,0,-1.7561687,0,52.2,0,4.6,0,58.7,0,-0.95866483,0,-0.85868263,0,-2.3409047,0,0
2018-09-06,3788.165269424718,3807.585118721154,3786.870612804954,3802.4064922421035,229326.0,0.0030737704918037956,,0,,0,,0,-0.20000076,0,49.1,0,-1.7381967,0,52.2,0,4.6,0,58.7,0,-0.95428437,0,-0.8518103,0,-2.306701,0,0
2018-09-07,3804.9958054816266,3827.0049680175885,3775.2187032270936,3801.1118356223405,469758.0,-0.00034048348655102423,,0,,0,,0,-0.20000076,0,49.1,0,-1.720601,0,52.2,0,4.6,0,58.7,0,-0.94992864,0,-0.8449769,0,-2.2736685,0,0
2018-09-10,3798.5225223828165,3849.0141305535494,3775.2187032270936,3829.594281257111,714508.0,0.007493188010898821,,0,,0,,0,-0.20000076,0,49.1,0,-1.7033674,0,52.2,0,4.6,0,58.7,0,-0.9455973,0,-0.8381815,0,-2.2417386,0,0
2018-09-11,3832.183594496638,3836.0675643559243,3807.585118721154,3823.1209981583,359884.0,-0.0016903313049355662,,0,,0,,0,-0.20000076,0,49.1,0,-1.980353,1,52.2,0,4.1,1,58.7,0,-0.94129,0,-0.1562686,1,-2.2108479,0,0
2018-09-12,3816.6477150594883,3839.9515342152104,3807.585118721154,3814.0584018199647,519184.0,-0.002370470707754535,,0,,0,,0,-0.20000076,0,49.1,0,-1.9574955,0,52.2,0,4.1,0,58.7,0,-0.9355417,0,-0.15206069,0,-2.18357,0,0
2018-09-13,3802.4064922421035,3819.2370282990128,3760.977480409706,3772.6293899875654,526584.0,-0.010862186014936381,,0,,0,,0,-0.20000076,0,49.1,0,-1.9352207,0,52.2,0,4.1,0,58.7,0,-0.9298318,0,-0.14784059,0,-2.157114,0,0
2018-09-14,3779.102673086378,3797.227865763054,3773.924046607329,3777.808016466618,322484.0,0.001372683596431834,,0,,0,,0,-0.20000076,0,49.1,0,-1.9135032,0,52.2,0,4.1,0,58.7,0,-0.9241597,0,-0.14360799,0,-2.13144,0,0
2018-09-17,3777.808016466618,3806.2904621013895,3771.3347333678043,3786.870612804954,267280.0,0.002398903358464599,,0,,0,,0,-0.20000076,0,49.1,0,-1.8923184,0,52.2,0,4.1,0,58.7,0,-0.9185248,0,-0.1393625,0,-2.1065097,0,0
2018-09-18,3794.638552523527,3803.7011488618627,3762.272137029469,3768.7454201282817,432130.0,-0.0047863247863244585,,0,,0,,0,-0.20000076,0,49.1,0,-1.8716438,0,52.2,0,4.1,0,58.7,0,-0.91292644,0,-0.13510376,0,-2.0822885,0,0
2018-09-19,3767.4507635085192,3772.6293899875654,3731.2003781551734,3740.262974493509,320676.0,-0.007557540364136139,,0,,0,,0,-0.20000076,0,49.1,0,-1.8514577,0,52.2,0,4.1,0,58.7,0,-0.90736413,0,-0.13083142,0,-2.058743,0,0
2018-09-20,3737.673661253985,3751.9148840713683,3718.2538119575465,3722.1377818168335,308064.0,-0.004845967462790424,,0,,0,,0,-0.20000076,0,49.1,0,-1.8320376,0,52.2,0,4.1,0,58.7,0,-0.90183717,0,-0.12694442,0,-2.0358431,0,0
2018-09-21,3723.4324384365987,3741.5576311132713,3710.485872238974,3711.780528858734,311808.0,-0.0027826086956522778,,0,,0,,0,-0.20000076,0,49.1,0,-1.8130597,0,52.2,0,4.1,0,58.7,0,-0.8963451,0,-0.12304744,0,-2.01356,0,0
2018-09-25,3748.0309142120827,3766.1561068887563,3735.084348014461,3764.861450268994,259124.0,0.014300662713638612,,0,,0,,0,-0.20000076,0,49.1,0,-1.7945068,0,52.2,0,4.1,0,58.7,0,-0.89088726,0,-0.1191402,0,-1.9918672,0,0
2018-09-26,3770.0400767480423,3806.2904621013895,3768.7454201282817,3802.4064922421035,389356.0,0.009972489683631514,,0,,0,,0,-0.20000076,0,49.1,0,-1.7763624,0,52.2,0,4.1,0,58.7,0,-0.8854631,0,-0.11522244,0,-1.9707395,0,0
2018-09-27,3797.227865763054,3802.4064922421035,3771.3347333678043,3797.227865763054,252746.0,-0.0013619339462035418,,0,,0,,0,-0.20000076,0,49.1,0,-1.7586113,0,52.2,0,4.1,0,58.7,0,-0.8800722,0,-0.11129389,0,-1.9501536,0,0
2018-09-28,3793.343895903767,3806.2904621013895,3773.924046607329,3789.45992604448,285784.0,-0.002045687009887387,,0,,0,,0,-0.20000076,0,49.1,0,-1.7412386,0,52.2,0,4.1,0,58.7,0,-0.8747139,0,-0.10735426,0,-1.9300874,0,0
2018-10-08,3821.8263415385377,3832.183594496638,3798.5225223828165,3807.585118721154,231188.0,0.004783054321831237,,0,,0,,0,-0.9000015,1,48.5,1,-1.7242306,0,52.0,1,4.1,0,59.8,1,-1.093735,1,-0.103403285,0,-2.757635,1,0
2018-10-09,3810.1744319606764,3876.2019195685566,3810.1744319606764,3860.6660401314107,636550.0,0.013940836450186955,,0,,0,,0,-0.9000015,0,48.5,0,-1.7075741,0,52.0,0,4.1,0,59.8,0,-1.0862781,0,-0.099440664,0,-2.7114987,0,0
2018-10-10,3861.9606967511722,3890.443142385944,3846.424817314022,3871.0232930895104,536972.0,0.0026827632461436934,,0,,0,,0,-0.9000015,0,48.5,0,-1.6912569,0,52.0,0,4.1,0,59.8,0,-1.0788875,0,-0.09546611,0,-2.6673563,0,0
2018-10-11,3872.3179497092724,3874.9072629487946,3777.808016466618,3802.4064922421035,562528.0,-0.017725752508361392,,0,,0,,0,-0.9000015,0,48.5,0,-1.6752669,0,52.0,0,4.1,0,59.8,0,-1.071562,0,-0.091479324,0,-2.6250672,0,0
2018-10-12,3808.8797753409153,3834.7729077361623,3795.9332091432893,3830.8889378768763,437254.0,0.0074906367041200905,,0,,0,,0,-0.9000015,0,48.5,0,-1.6595931,0,52.0,0,4.1,0,59.8,0,-1.0643003,0,-0.08748001,0,-2.5845048,0,0
2018-10-15,3836.0675643559243,3847.719473933786,3823.1209981583,3829.594281257111,318912.0,-0.0003379520108152123,,0,,0,,0,-0.9000015,0,48.5,0,-1.6442248,0,52.0,0,4.1,0,59.8,0,-1.0571011,0,-0.083467856,0,-2.5455537,0,0
2018-10-16,3821.8263415385377,3836.0675643559243,3797.227865763054,3799.8171790025785,374556.0,-0.007775524002703982,,0,,0,,0,-0.9000015,0,48.5,0,-1.6291518,0,52.0,0,4.1,0,59.8,0,-1.0499632,0,-0.079442546,0,-2.5081098,0,0
2018-10-17,3798.5225223828165,3812.7637452002027,3788.165269424718,3804.9958054816266,239038.0,0.0013628620102210665,,0,,0,,0,-0.9000015,0,48.5,0,-1.5878525,1,52.0,0,3.6,1,59.8,0,-1.0428854,0,0.15824868,1,-2.4720783,0,0
2018-10-18,3807.585118721154,3808.8797753409153,3742.852287733034,3746.7362575923203,360928.0,-0.01531133038448429,,0,,0,,0,-0.9000015,0,48.5,0,-1.5737617,0,52.0,0,3.6,0,59.8,0,-1.0358665,0,0.16180892,0,-2.4373724,0,0
2018-10-19,3746.7362575923203,3758.388167170183,3729.90572153541,3737.673661253985,257226.0,-0.002418797512093618,,0,,0,,0,-0.9000015,0,48.5,0,-1.5599246,0,52.0,0,3.6,0,59.8,0,-1.0302478,0,0.16538486,0,-2.4007175,0,0
2018-10-22,3742.852287733034,3755.798853930657,3729.90572153541,3744.1469443527935,253824.0,0.0017319016279866428,,0,,0,,0,-0.9000015,0,48.5,0,-1.5463337,0,52.0,0,3.6,0,59.8,0,-1.0247604,0,0.16897677,0,-2.3653896,0,0
2018-10-23,3748.0309142120827,3751.9148840713683,3718.2538119575465,3723.4324384365987,263042.0,-0.005532503457813864,,0,,0,,0,-0.9000015,0,48.5,0,-1.5329816,0,52.0,0,3.6,0,59.8,0,-1.0194077,0,0.1725849,0,-2.331308,0,0
2018-10-24,3716.9591553377845,3731.2003781551734,3679.414113364678,3687.1820530832497,354774.0,-0.00973574408901312,,0,,0,,0,-0.9000015,0,48.5,0,-1.5198613,0,52.0,0,3.6,0,59.8,0,-1.0141941,0,0.17620952,0,-2.298398,0,0
2018-10-25,3687.1820530832497,3704.012589140164,3659.9942640682425,3670.35151702634,306240.0,-0.004564606741572774,,0,,0,,0,-0.9000015,0,48.5,0,-1.5069664,0,52.0,0,3.6,0,59.8,0,-1.0091239,0,0.17985089,0,-2.2665913,0,0
2018-10-26,3680.7087699844387,3693.655336182064,3662.5835773077665,3672.9408302658644,246810.0,0.000705467372134061,,0,,0,,0,-0.9000015,0,48.5,0,-1.4942904,0,52.0,0,3.6,0,59.8,0,-1.0042021,0,0.1835093,0,-2.2358253,0,0
2018-10-29,3670.35151702634,3694.949992801826,3657.4049508287158,3689.7713663227764,284384.0,0.004582305252027075,,0,,0,,0,-0.9000015,0,48.5,0,-1.4830215,0,52.0,0,3.6,0,59.8,0,-0.9994345,0,0.1883344,0,-2.2060418,0,0
2018-10-30,3696.2446494215874,3713.075185478499,3649.6370111101432,3656.110294208955,346370.0,-0.009122807017543755,,0,,0,,0,-0.9000015,0,48.5,0,-1.4719602,0,52.0,0,3.6,0,59.8,0,-0.99482703,0,0.19319476,0,-2.1771874,0,0
2018-10-31,3648.3423544903776,3669.0568604065784,3641.8690713915685,3658.699607448479,190738.0,0.0007082152974502431,,0,,0,,0,-0.9000015,0,48.5,0,-1.4611025,0,52.0,0,3.6,0,59.8,0,-0.9903869,0,0.19809118,0,-2.1492128,0,0
2018-11-01,3657.4049508287158,3671.6461736461015,3639.2797581520435,3647.047697870617,300310.0,-0.0031847133757963997,,0,,0,,0,-0.5999985,1,47.6,1,-1.4504448,0,50.8,1,3.6,0,58.0,1,-2.3970008,1,0.20302446,0,-3.1932833,1,0
2018-11-02,3650.9316677299043,3662.5835773077665,3512.40340941533,3533.117915331527,781698.0,-0.031238906638267894,,0,,0,,0,-0.5999985,0,47.6,0,-1.4399835,0,50.8,0,3.6,0,58.0,0,-2.3776495,0,0.20799544,0,-3.1211715,0,0
2018-11-05,3543.4751682896253,3588.788149981309,3539.5911984303407,3584.9041801220224,310816.0,0.014657383657017409,,0,,0,,0,-0.5999985,0,47.6,0,-1.4297154,0,50.8,0,3.6,0,58.0,0,-2.3591487,0,0.213005,0,-3.053234,0,0
2018-11-06,3582.314866882498,3592.672119840599,3568.073644065112,3583.6095235022594,230538.0,-0.00036114120621177914,,0,,0,,0,-0.5999985,0,47.6,0,-1.4196374,0,50.8,0,3.6,0,58.0,0,-2.3414788,0,0.21805401,0,-2.9890742,0,0
2018-11-07,3586.198836741786,3591.3774632208365,3553.8324212477264,3571.9576139244014,204818.0,-0.0032514450867042743,,0,,0,,0,-0.5999985,0,47.6,0,-1.409747,0,50.8,0,3.6,0,58.0,0,-2.3246238,0,0.2231434,0,-2.9283464,0,0
2018-11-08,3578.4308970232105,3584.9041801220224,3534.41257195129,3542.1805116698633,238982.0,-0.008336353751360104,,0,,0,,0,-0.5999985,0,47.6,0,-1.4000415,0,50.8,0,3.6,0,58.0,0,-2.3085697,0,0.22827408,0,-2.8707476,0,0
2018-11-09,3542.1805116698633,3547.359138148913,3502.0461564572306,3529.2339454722405,322758.0,-0.003654970760233689,,0,,0,,0,-0.5999985,0,47.6,0,-1.3905185,0,50.8,0,3.6,0,58.0,0,-2.2933052,0,0.23344705,0,-2.8160114,0,0
2018-11-12,3521.466005753667,3539.5911984303407,3495.5728733584183,3537.001885190815,296814.0,0.0022010271460015662,,0,,0,,0,-0.5999985,0,47.6,0,-1.2254218,1,50.8,0,3.3,1,58.0,0,-2.2788212,0,0.60655093,1,-2.7639022,0,0
2018-11-13,3530.5286020920025,3535.707228571053,3507.224782936282,3518.876692514143,182908.0,-0.005124450951683346,,0,,0,,0,-0.5999985,0,47.6,0,-1.2174914,0,50.8,0,3.3,0,58.0,0,-2.2460907,0,0.6112452,0,-2.7115788,0,0
2018-11-14,3512.40340941533,3534.41257195129,3447.6705784272103,3467.0904277236473,327544.0,-0.014716703458425462,,0,,0,,0,-0.5999985,0,47.6,0,-1.2096939,0,50.8,0,3.3,0,58.0,0,-2.214441,0,0.6159773,0,-2.6616855,0,0
2018-11-15,3474.8583674422202,3500.7514998374704,3472.269054202696,3486.5102770200815,209208.0,0.005601194921582842,,0,,0,,0,-0.5999985,0,47.6,0,-1.2020293,0,50.8,0,3.3,0,58.0,0,-2.1838107,0,0.6207478,0,-2.6140325,0,0
2018-11-16,3490.39424687937,3547.359138148913,3482.626307160796,3524.055318993192,270048.0,0.010768659487560894,,0,,0,,0,-0.5999985,0,47.6,0,-1.1944972,0,50.8,0,3.3,0,58.0,0,-2.1541426,0,0.6255574,0,-2.5684507,0,0
2018-11-19,3496.86752997818,3513.6980660350932,3490.39424687937,3505.9301263165185,215814.0,-0.005143277002204294,,0,,0,,0,-0.5999985,0,47.6,0,-1.1870977,0,50.8,0,3.3,0,58.0,0,-2.1253843,0,0.6304069,0,-2.524788,0,0
2018-11-20,3505.9301263165185,3514.992722654855,3470.9743975829333,3496.86752997818,242216.0,-0.0025849335302812193,,0,,0,,0,-0.5999985,0,47.6,0,-1.1798308,0,50.8,0,3.3,0,58.0,0,-2.097487,0,0.63529694,0,-2.4829075,0,0
2018-11-21,3499.456843217707,3530.5286020920025,3458.0278313853096,3518.876692514143,323044.0,0.006293965198075568,,0,,0,,0,-0.5999985,0,47.6,0,-1.1726972,0,50.8,0,3.3,0,58.0,0,-2.0704057,0,0.6402283,0,-2.4426858,0,0
2018-11-22,3514.992722654855,3517.5820358943784,3486.5102770200815,3503.340813076994,199538.0,-0.004415011037527727,,0,,0,,0,-0.5999985,0,47.6,0,-1.164949,0,50.8,0,3.3,0,58.0,0,-2.0440986,0,0.6493681,0,-2.4040112,0,0
2018-11-23,3512.40340941533,3520.1713491339065,3476.153024061985,3494.2782167386563,192080.0,-0.0025868440502589962,,0,,0,,0,-0.5999985,0,47.6,0,-1.1573178,0,50.8,0,3.3,0,58.0,0,-2.0185268,0,0.6586708,0,-2.366782,0,0
2018-11-26,3491.688903499132,3524.055318993192,3476.153024061985,3513.6980660350932,252378.0,0.005557613931086003,,0,,0,,0,-0.5999985,0,47.6,0,-1.1498026,0,50.8,0,3.3,0,58.0,0,-1.9936539,0,0.66814226,0,-2.330906,0,0
2018-11-27,3502.0461564572306,3512.40340941533,3476.153024061985,3478.742337301509,218310.0,-0.009948415622697104,,0,,0,,0,-0.5999985,0,47.6,0,-1.1424032,0,50.8,0,3.3,0,58.0,0,-1.9694463,0,0.677789,0,-2.2962987,0,0
2018-11-28,3473.5637108224596,3495.5728733584183,3473.5637108224596,3487.804933639845,182766.0,0.002605135839225614,,0,,0,,0,-0.5999985,0,47.6,0,-1.1351197,0,50.8,0,3.3,0,58.0,0,-1.9458725,0,0.6876175,0,-2.262883,0,0
2018-11-29,3495.5728733584183,3507.224782936282,3481.331650541034,3489.0995902596073,166738.0,0.00037119524870088405,,0,,0,,0,-0.5999985,0,47.6,0,-1.1279519,0,50.8,0,3.3,0,58.0,0,-1.922903,0,0.6976349,0,-2.2305882,0,0
2018-11-30,3492.983560118894,3527.9392888524794,3489.0995902596073,3522.7606623734264,140886.0,0.009647495361780223,,0,,0,,0,-0.5999985,0,47.6,0,-1.1208999,0,50.8,0,3.3,0,58.0,0,-1.90051,0,0.7078485,0,-2.1993492,0,0
2018-12-03,3524.055318993192,3535.707228571053,3476.153024061985,3483.920963780558,260646.0,-0.011025358324144752,,0,,0,,0,0.20000076,1,47.1,1,-1.1139642,0,50.4,1,3.3,0,50.3,1,-2.2909076,1,0.71826625,0,-2.6165168,1,0
2018-12-04,3483.920963780558,3514.992722654855,3469.6797409631727,3495.5728733584183,219192.0,0.0033444816053509463,,0,,0,,0,0.20000076,0,47.1,0,-1.1071452,0,50.4,0,3.3,0,50.3,0,-2.257626,0,0.7288964,0,-2.5707316,0,0
2018-12-05,3496.86752997818,3507.224782936282,3476.153024061985,3480.036993921269,123162.0,-0.004444444444444584,,0,,0,,0,0.20000076,0,47.1,0,-1.1004437,0,50.4,0,3.3,0,50.3,0,-2.2254577,0,0.7397477,0,-2.5268805,0,0
2018-12-06,3480.036993921269,3491.688903499132,3451.554548286497,3473.5637108224596,162658.0,-0.0018601190476184026,,0,,0,,0,0.20000076,0,47.1,0,-1.0938606,0,50.4,0,3.3,0,50.3,0,-2.1943378,0,0.7508294,0,-2.4848251,0,0
2018-12-07,3476.153024061985,3476.153024061985,3381.643090819331,3384.2324040588533,225142.0,-0.025717480432352446,,0,,0,,0,0.20000076,0,47.1,0,-1.0873971,0,50.4,0,3.3,0,50.3,0,-2.1642075,0,0.76215136,0,-2.4444408,0,0
2018-12-10,3384.2324040588533,3397.1789702564793,3346.687362085746,3347.9820187055084,156292.0,-0.010711553175209887,,0,,0,,0,0.20000076,0,47.1,0,-1.0112395,1,50.4,0,2.7,1,50.3,0,-2.1350117,0,0.4991905,1,-2.4056144,0,0
2018-12-11,3360.9285849031307,3362.223241522896,3288.427814196438,3296.1957539150153,183998.0,-0.015467904098994012,,0,,0,,0,0.20000076,0,47.1,0,-1.0052079,0,50.4,0,2.7,0,50.3,0,-2.1067,0,0.5102695,0,-2.3682432,0,0
2018-12-12,3303.9636936335874,3307.8476634928743,3275.4812479988136,3284.543844337151,133422.0,-0.0035349567949733984,,0,,0,,0,0.20000076,0,47.1,0,-0.99928325,0,50.4,0,2.7,0,50.3,0,-2.0792258,0,0.5216132,0,-2.3322344,0,0
2018-12-13,3291.0171274359623,3293.606440675489,3265.1239950407175,3267.7133082802416,110206.0,-0.005124162396530796,,0,,0,,0,0.20000076,0,47.1,0,-0.9934676,0,50.4,0,2.7,0,50.3,0,-2.0539463,0,0.533235,0,-2.2987678,0,0
2018-12-14,3266.4186516604777,3280.6598744778653,3244.4094891245177,3244.4094891245177,116320.0,-0.007131537242472619,,0,,0,,0,0.20000076,0,47.1,0,-0.98776335,0,50.4,0,2.7,0,50.3,0,-2.0293648,0,0.54514945,0,-2.2664325,0,0
2018-12-17,3244.4094891245177,3252.177428843092,3239.2308626454683,3246.9988023640417,70430.0,0.0007980845969670636,,0,,0,,0,0.20000076,0,47.1,0,-0.98217285,0,50.4,0,2.7,0,50.3,0,-2.0054483,0,0.557372,0,-2.235163,0,0
2018-12-18,3246.9988023640417,3272.8919347592914,3246.9988023640417,3267.7133082802416,96194.0,0.006379585326954373,,0,,0,,0,0.20000076,0,47.1,0,-0.9766991,0,50.4,0,2.7,0,50.3,0,-1.982166,0,0.56991947,0,-2.2048988,0,0
2018-12-19,3271.597278139529,3292.3117840557247,3269.0079649000018,3285.8385009569156,64998.0,0.005546751188589827,,0,,0,,0,0.20000076,0,47.1,0,-0.97134525,0,50.4,0,2.7,0,50.3,0,-1.9594887,0,0.5828099,0,-2.175585,0,0
2018-12-20,3292.3117840557247,3318.2049164509745,3283.2491877173898,3311.731633352162,75530.0,0.007880220646177882,,0,,0,,0,0.20000076,0,47.1,0,-0.9661149,0,50.4,0,2.7,0,50.3,0,-1.9373895,0,0.59606284,0,-2.14717,0,0
2018-12-21,3313.0262899719246,3319.4995730707356,3263.8293384209555,3267.7133082802416,48842.0,-0.013291634089132032,,0,,0,,0,0.20000076,0,47.1,0,-0.95954454,0,50.4,0,2.7,0,50.3,0,-1.9158427,0,0.6055171,0,-2.1196067,0,0
2018-12-24,3261.240025181429,3270.302621519763,3241.820175884991,3252.177428843092,39612.0,-0.0047543581616484865,,0,,0,,0,0.20000076,0,47.1,0,-0.9530496,0,50.4,0,2.7,0,50.3,0,-1.8948245,0,0.6151494,0,-2.0928507,0,0
