date,open,high,low,close,volume,returns,fac_居民鲜果消费价格指数CPI_上年=100_当月_zscore,fac_居民鲜果消费价格指数CPI_上年=100_当月_zscore_release,fac_居民鲜果消费价格指数CPI_上年=100_当月_level,fac_居民鲜果消费价格指数CPI_上年=100_当月_level_release,fac_PPIRM_农副产品类_全国_当期同比增长率_月_diff,fac_PPIRM_农副产品类_全国_当期同比增长率_月_diff_release,fac_居民粮食消费价格指数CPI_上年=100_当月_zscore,fac_居民粮食消费价格指数CPI_上年=100_当月_zscore_release,fac_PMI_Input_Price_level,fac_PMI_Input_Price_level_release,fac_PPI_农副食品加工业_全国_当期同比增长率_月_diff,fac_PPI_农副食品加工业_全国_当期同比增长率_月_diff_release,fac_对CPI同比拉动_食品_粮食_全国_当期同比增长率_月_zscore,fac_对CPI同比拉动_食品_粮食_全国_当期同比增长率_月_zscore_release,fac_PPIRM_农副产品类_全国_当期同比增长率_月_zscore,fac_PPIRM_农副产品类_全国_当期同比增长率_月_zscore_release,fac_居民食品消费价格指数CPI_上年=100_当月_zscore,fac_居民食品消费价格指数CPI_上年=100_当月_zscore_release,fac_CPI_翘尾因素_当月_level,fac_CPI_翘尾因素_当月_level_release,fac_PMI_New_Orders_level,fac_PMI_New_Orders_level_release,fac_制造业采购经理指数PMI_进口_level,fac_制造业采购经理指数PMI_进口_level_release,fac_PMI_Input_Price_diff,fac_PMI_Input_Price_diff_release,fac_Social_Financing_Monthly_diff,fac_Social_Financing_Monthly_diff_release,fac_PPI_农副食品加工业_全国_当期同比增长率_月_level,fac_PPI_农副食品加工业_全国_当期同比增长率_月_level_release,fac_PMI_New_Orders_zscore,fac_PMI_New_Orders_zscore_release,fac_居民食品消费价格指数CPI_上年=100_当月_diff,fac_居民食品消费价格指数CPI_上年=100_当月_diff_release,fac_Social_Financing_Monthly_level,fac_Social_Financing_Monthly_level_release,fac_PMI_Input_Price_zscore,fac_PMI_Input_Price_zscore_release,any_effective_release
2017-10-16,2287.148452664745,2292.5908047234375,2273.5425725180194,2283.0666886207277,416598.0,0.0005963029218842841,-1.3540101,0,100.0202,0,-0.099999964,0,-0.10382082,0,68.4,0,0.6,0,0.8155788,0,-0.67448795,0,-1.5187495,0,,0,54.8,0,51.1,0,3.0999985,0,,0,0.2,0,2.9610355,0,-3.5061035,0,,0,1.2474864,0,0
2017-10-17,2281.7061006060553,2287.148452664745,2277.6243365620358,2283.0666886207277,280546.0,0.0,-2.2176778,1,97.0,1,0.19999999,1,-0.08176721,1,68.4,0,0.10000001,1,0.80897677,1,-0.4869265,1,-1.5045626,0,,0,54.8,0,51.1,0,3.0999985,0,,0,0.3,1,2.9182727,0,-3.5061035,0,,0,1.237452,0,1
2017-10-18,2281.7061006060553,2292.5908047234375,2276.2637485473642,2278.98492457671,247208.0,-0.0017878426698449967,-2.2034652,0,97.0,0,0.19999999,0,-0.08314511,0,68.4,0,0.10000001,0,0.8024093,0,-0.4973409,0,-1.4906096,0,,0,54.8,0,51.1,0,3.0999985,0,,0,0.3,0,2.87749,0,-3.5061035,0,,0,1.2275349,0,0
2017-10-19,2277.6243365620358,2278.98492457671,2258.5761043566185,2274.9031605326904,471274.0,-0.001791044776120132,-2.1894734,0,97.0,0,0.19999999,0,-0.084524125,0,68.4,0,0.10000001,0,0.7958756,0,-0.50798583,0,-1.476883,0,,0,54.8,0,51.1,0,3.0999985,0,,0,0.3,0,2.8526812,0,-3.5061035,0,,0,1.2178146,0,0
2017-10-20,2270.8213964886736,2276.2637485473642,2266.7396324446554,2269.4608084740007,256168.0,-0.0023923444976072794,-2.1756957,0,97.0,0,0.19999999,0,-0.08590425,0,68.4,0,0.10000001,0,0.78937495,0,-0.51887226,0,-1.4633757,0,,0,54.8,0,51.1,0,3.0999985,0,,0,0.3,0,2.8293433,0,-3.5061035,0,,0,1.2082044,0,0
2017-10-23,2265.3790444299825,2269.4608084740007,2258.5761043566185,2262.6578684006363,383070.0,-0.0029976019184657643,-2.162127,0,97.0,0,0.19999999,0,-0.087285504,0,68.4,0,0.10000001,0,0.78290653,0,-0.5300119,0,-1.4500806,0,,0,54.8,0,51.1,0,3.0999985,0,,0,0.3,0,2.8074381,0,-3.5061035,0,,0,1.1987016,0,0
2017-10-24,2269.4608084740007,2276.2637485473642,2259.9366923712923,2266.7396324446554,535898.0,0.001803968731209249,-2.1487615,0,97.0,0,0.19999999,0,-0.08866789,0,68.4,0,0.10000001,0,0.77646965,0,-0.5414173,0,-1.4369912,0,,0,54.8,0,51.1,0,3.0999985,0,,0,0.3,0,2.7869346,0,-3.5061035,0,,0,1.1893038,0,0
2017-10-25,2269.4608084740007,2285.787864650072,2268.100220459329,2278.98492457671,442314.0,0.005402160864345973,-2.1355944,0,97.0,0,0.19999999,0,-0.09005143,0,68.4,0,0.10000001,0,0.7700635,0,-0.55310196,0,-1.4241014,0,,0,54.8,0,51.1,0,3.0999985,0,,0,0.3,0,2.7678068,0,-3.5061035,0,,0,1.1800082,0,0
2017-10-26,2278.98492457671,2283.0666886207277,2272.1819845033456,2277.6243365620358,255492.0,-0.0005970149253737844,-2.1072876,0,97.0,0,0.19999999,0,-0.09149485,0,68.4,0,0.10000001,0,0.7636875,0,-0.55980664,0,-1.4114048,0,,0,54.8,0,51.1,0,3.0999985,0,,0,0.3,0,2.750036,0,-3.5061035,0,,0,1.1708124,0,0
2017-10-27,2273.5425725180194,2278.98492457671,2264.0184564153096,2265.3790444299825,375480.0,-0.0053763440860211675,-2.0798182,0,97.0,0,0.19999999,0,-0.09293957,0,68.4,0,0.10000001,0,0.75734085,0,-0.56659454,0,-1.3988957,0,,0,54.8,0,51.1,0,3.0999985,0,,0,0.3,0,2.7336087,0,-3.5061035,0,,0,1.1617141,0,0
2017-10-30,2261.297280385964,2261.297280385964,2240.888460165874,2253.1337522979275,465842.0,-0.005405405405405905,-2.0531425,0,97.0,0,0.19999999,0,-0.094385594,0,68.4,0,0.10000001,0,0.7510229,0,-0.5734679,0,-1.3865688,0,,0,54.8,0,51.1,0,3.0999985,0,,0,0.3,0,2.7185183,0,-3.5061035,0,,0,1.1527109,0,0
2017-10-31,2254.4943403126003,2258.5761043566185,2247.6914002392386,2254.4943403126003,233206.0,0.0006038647342996306,-2.0272205,0,97.0,0,0.19999999,0,-0.09583294,0,68.4,0,0.10000001,0,0.744733,0,-0.58042914,0,-1.3744184,0,,0,54.8,0,51.1,0,3.0999985,0,,0,0.3,0,2.704764,0,-3.5061035,0,,0,1.1438006,0,0
2017-11-01,2253.1337522979275,2272.1819845033456,2242.249048180548,2259.9366923712923,565162.0,0.002414001207001304,-2.0020144,0,97.0,0,0.19999999,0,-0.097281605,0,63.4,1,0.10000001,0,0.7384705,0,-0.5874806,0,-1.3624394,0,,0,52.9,1,50.3,1,-5.0,1,,0,0.3,0,-0.09607179,1,-3.5061035,0,,0,0.4043422,1,0
2017-11-02,2262.6578684006363,2269.4608084740007,2262.6578684006363,2268.100220459329,240580.0,0.0036122817579775646,-1.9774896,0,97.0,0,0.19999999,0,-0.098731615,0,63.4,0,0.10000001,0,0.7322347,0,-0.5946249,0,-1.3506268,0,,0,52.9,0,50.3,0,-5.0,0,,0,0.3,0,-0.1100453,0,-3.5061035,0,,0,0.40093926,0,0
2017-11-03,2272.1819845033456,2278.98492457671,2266.7396324446554,2276.2637485473642,301202.0,0.0035992801439708177,-1.9536133,0,97.0,0,0.19999999,0,-0.10018297,0,63.4,0,0.10000001,0,0.7260251,0,-0.6018646,0,-1.3389761,0,,0,52.9,0,50.3,0,-5.0,0,,0,0.3,0,-0.12464543,0,-3.5061035,0,,0,0.3975403,0,0
2017-11-06,2272.1819845033456,2291.230216708763,2272.1819845033456,2278.98492457671,400312.0,0.0011954572624031101,-1.930355,0,97.0,0,0.19999999,0,-0.101635695,0,63.4,0,0.10000001,0,0.71984106,0,-0.60920244,0,-1.3274826,0,,0,52.9,0,50.3,0,-5.0,0,,0,0.3,0,-0.13994123,0,-3.5061035,0,,0,0.39414525,0,0
2017-11-07,2274.9031605326904,2291.230216708763,2274.9031605326904,2288.5090406794184,471644.0,0.004179104477611828,-1.9076862,0,97.0,0,0.19999999,0,-0.10308979,0,63.4,0,0.10000001,0,0.713682,0,-0.6166413,0,-1.3161417,0,,0,52.9,0,50.3,0,-5.0,0,,0,0.3,0,-0.15601318,0,-3.5061035,0,,0,0.39075395,0,0
2017-11-08,2292.5908047234375,2298.033156782126,2278.98492457671,2293.95139273811,612106.0,0.002378121284185797,-1.8855803,0,97.0,0,0.19999999,0,-0.10454527,0,63.4,0,0.10000001,0,0.70754737,0,-0.6241841,0,-1.3049494,0,,0,52.9,0,50.3,0,-5.0,0,,0,0.3,0,-0.17295574,0,-3.5061035,0,,0,0.3873663,0,0
2017-11-09,2292.5908047234375,2295.3119807527796,2280.3455125913824,2292.5908047234375,392088.0,-0.0005931198102016033,-1.8640122,0,97.0,0,0.19999999,0,-0.106002145,0,63.4,0,0.10000001,0,0.70143664,0,-0.6318339,0,-1.2939014,0,,0,52.9,0,50.3,0,-5.0,0,,0,0.3,0,-0.19088069,0,-3.5061035,0,,0,0.38398218,0,0
2017-11-10,2285.787864650072,2298.033156782126,2278.98492457671,2292.5908047234375,634178.0,0.0,-1.2636542,1,99.2737,1,0.39999998,1,-0.12236552,1,63.4,0,0.0,1,0.6953492,1,-0.1959575,1,-1.2829939,0,,0,52.9,0,50.3,0,-5.0,0,,0,0.3,1,-0.20992158,0,-3.5061035,0,,0,0.38060147,0,1
2017-11-13,2292.5908047234375,2303.4755088408174,2288.5090406794184,2295.3119807527796,301960.0,0.0011869436201765726,-1.2531629,0,99.2737,0,0.39999998,0,-0.123771004,0,63.4,0,0.0,0,0.68928474,0,-0.20339254,0,-1.2722231,0,,0,52.9,0,50.3,0,-5.0,0,,0,0.3,0,-0.2106605,0,-3.5061035,0,,0,0.38007623,0,0
2017-11-14,2292.5908047234375,2318.4419770022164,2289.86962869409,2303.4755088408174,794978.0,0.003556609365738872,-1.2427977,0,99.2737,0,0.39999998,0,-0.12517786,0,63.4,0,0.0,0,0.6832426,0,-0.21093592,0,-1.2615851,0,,0,52.9,0,50.3,0,-5.0,0,,0,0.3,0,-0.21139985,0,-3.5061035,0,,0,0.37955126,0,0
2017-11-15,2298.033156782126,2311.639036928852,2293.95139273811,2304.8360968554894,423266.0,0.0005906674542228707,-1.2325553,0,99.2737,0,0.39999998,0,-0.12658611,0,63.4,0,0.0,0,0.6772225,0,-0.21859176,0,-1.2510766,0,,0,52.9,0,50.3,0,-5.0,0,,0,0.3,0,-0.21213962,0,-3.5061035,0,,0,0.3790265,0,0
2017-11-16,2308.917860899507,2308.917860899507,2295.3119807527796,2299.3937447967983,268986.0,-0.0023612750885479983,-1.2224325,0,99.2737,0,0.39999998,0,-0.12799576,0,63.4,0,0.0,0,0.6712239,0,-0.22636446,0,-1.240694,0,,0,52.9,0,50.3,0,-5.0,0,,0,0.3,0,-0.2128798,0,-3.5061035,0,,0,0.37850204,0,0
2017-11-17,2299.3937447967983,2302.114920826145,2278.98492457671,2281.7061006060553,421068.0,-0.007692307692306999,-1.2124262,0,99.2737,0,0.39999998,0,-0.12940681,0,63.4,0,0.0,0,0.66524637,0,-0.23425858,0,-1.2304342,0,,0,52.9,0,50.3,0,-5.0,0,,0,0.3,0,-0.21362042,0,-3.5061035,0,,0,0.3779778,0,0
2017-11-20,2288.5090406794184,2304.8360968554894,2284.4272766353997,2299.3937447967983,380700.0,0.007751937984495472,-1.2025334,0,99.2737,0,0.39999998,0,-0.13081929,0,63.4,0,0.0,0,0.6592897,0,-0.24227896,0,-1.2202938,0,,0,52.9,0,50.3,0,-5.0,0,,0,0.3,0,-0.21436146,0,-3.5061035,0,,0,0.3774538,0,0
2017-11-21,2299.3937447967983,2307.5572728848356,2295.3119807527796,2303.4755088408174,289740.0,0.0017751479289944694,-1.1929411,0,99.2737,0,0.39999998,0,-0.13207749,0,63.4,0,0.0,0,0.65335345,0,-0.24720408,0,-1.2102696,0,,0,52.9,0,50.3,0,-5.0,0,,0,0.3,0,-0.21510293,0,-3.5061035,0,,0,0.37693006,0,0
2017-11-22,2303.4755088408174,2312.9996249435267,2302.114920826145,2310.278448914181,243858.0,0.002953337271116352,-1.1834543,0,99.2737,0,0.39999998,0,-0.13333678,0,63.4,0,0.0,0,0.6474374,0,-0.2521678,0,-1.2003589,0,,0,52.9,0,50.3,0,-5.0,0,,0,0.3,0,-0.21584482,0,-3.5061035,0,,0,0.37640655,0,0
2017-11-23,2312.9996249435267,2326.605505090253,2312.9996249435267,2319.80256501689,299866.0,0.0041224970553594975,-1.1740704,0,99.2737,0,0.39999998,0,-0.13459715,0,63.4,0,0.0,0,0.64154124,0,-0.2571709,0,-1.1905586,0,,0,52.9,0,50.3,0,-5.0,0,,0,0.3,0,-0.21658714,0,-3.5061035,0,,0,0.3758833,0,0
2017-11-24,2321.163153031561,2327.9660931049243,2306.1966848701627,2311.639036928852,363848.0,-0.003519061583578731,-1.1647868,0,99.2737,0,0.39999998,0,-0.13585863,0,63.4,0,0.0,0,0.63566476,0,-0.26221433,0,-1.180866,0,,0,52.9,0,50.3,0,-5.0,0,,0,0.3,0,-0.2173299,0,-3.5061035,0,,0,0.3753603,0,0
2017-11-27,2315.7208009728706,2325.2449170755795,2307.5572728848356,2315.7208009728706,274692.0,0.0017657445556211737,-1.1556011,0,99.2737,0,0.39999998,0,-0.13712122,0,63.4,0,0.0,0,0.62980783,0,-0.26729897,0,-1.1712782,0,,0,52.9,0,50.3,0,-5.0,0,,0,0.3,0,-0.21807308,0,-3.5061035,0,,0,0.37483755,0,0
2017-11-28,2317.0813889875444,2326.605505090253,2312.9996249435267,2322.5237410462346,195996.0,0.002937720329025062,-1.1465111,0,99.2737,0,0.39999998,0,-0.13838491,0,63.4,0,0.0,0,0.62397027,0,-0.27242574,0,-1.1617929,0,,0,52.9,0,50.3,0,-5.0,0,,0,0.3,0,-0.21881671,0,-3.5061035,0,,0,0.37431505,0,0
2017-11-29,2326.605505090253,2344.2931492809953,2325.2449170755795,2337.4902092076345,342082.0,0.006444053895723778,-1.1375142,0,99.2737,0,0.39999998,0,-0.13964972,0,63.4,0,0.0,0,0.61815214,0,-0.27759567,0,-1.1524072,0,,0,52.9,0,50.3,0,-5.0,0,,0,0.3,0,-0.21956076,0,-3.5061035,0,,0,0.3737928,0,0
2017-11-30,2340.21138523698,2345.653737295669,2327.9660931049243,2333.408445163618,258188.0,-0.001746216530849165,-1.1286086,0,99.2737,0,0.39999998,0,-0.14091568,0,63.4,0,0.0,0,0.6123534,0,-0.28280967,0,-1.1431187,0,,0,52.9,0,50.3,0,-5.0,0,,0,0.3,0,-0.22030526,0,-3.5061035,0,,0,0.37327075,0,0
2017-12-01,2334.769033178288,2336.129621192961,2315.7208009728706,2323.8843290609084,428168.0,-0.0040816326530617175,-1.1197919,0,99.2737,0,0.39999998,0,-0.14218275,0,59.8,1,0.0,0,0.60657406,0,-0.28806883,0,-1.1339252,0,,0,53.6,1,51.0,1,-3.6000023,1,,0,0.3,0,1.0022316,1,-3.5061035,0,,0,-0.1545503,1,0
2017-12-04,2327.9660931049243,2347.014325310342,2327.9660931049243,2338.8507972223038,352402.0,0.006440281030443362,-1.1110618,0,99.2737,0,0.39999998,0,-0.14345099,0,59.8,0,0.0,0,0.6008144,0,-0.29337415,0,-1.1248242,0,,0,53.6,0,51.0,0,-3.6000023,0,,0,0.3,0,0.99500805,0,-3.5061035,0,,0,-0.15292917,0,0
2017-12-05,2337.4902092076345,2351.09608935436,2333.408445163618,2342.932561266323,357728.0,0.0017452006980807067,-1.1024168,0,99.2737,0,0.39999998,0,-0.14472036,0,59.8,0,0.0,0,0.5950746,0,-0.29872677,0,-1.1158135,0,,0,53.6,0,51.0,0,-3.6000023,0,,0,0.3,0,0.9878418,0,-3.5061035,0,,0,-0.15130818,0,0
2017-12-06,2342.932561266323,2349.7355013396864,2337.4902092076345,2342.932561266323,219030.0,0.0,-1.0938543,0,99.2737,0,0.39999998,0,-0.14599091,0,59.8,0,0.0,0,0.5893551,0,-0.30412775,0,-1.1068908,0,,0,53.6,0,51.0,0,-3.6000023,0,,0,0.3,0,0.9807316,0,-3.5061035,0,,0,-0.1496873,0,0
2017-12-07,2341.5719732516513,2342.932561266323,2321.163153031561,2322.5237410462346,271074.0,-0.008710801393727485,-1.0853729,0,99.2737,0,0.39999998,0,-0.14726262,0,59.8,0,0.0,0,0.58365625,0,-0.30957833,0,-1.098054,0,,0,53.6,0,51.0,0,-3.6000023,0,,0,0.3,0,0.9736763,0,-3.5061035,0,,0,-0.14806654,0,0
2017-12-08,2321.163153031561,2326.605505090253,2318.4419770022164,2322.5237410462346,76648.0,0.0,-1.0769706,0,99.2737,0,0.39999998,0,-0.1485355,0,59.8,0,0.0,0,0.5779788,0,-0.31507963,0,-1.0893011,0,,0,53.6,0,51.0,0,-3.6000023,0,,0,0.3,0,0.9666748,0,-3.5061035,0,,0,-0.14644586,0,0
2017-12-11,2327.9660931049243,2329.3266811195977,2318.4419770022164,2322.5237410462346,94088.0,0.0,0.018864922,1,103.6732,1,-0.29999995,1,-0.18186748,1,59.8,0,-0.4,1,0.5723234,1,-0.68483835,1,-1.0806301,0,,0,53.6,0,51.0,0,-3.6000023,0,,0,-0.1,1,0.9597261,0,-3.5061035,0,,0,-0.14482525,0,1
2017-12-12,2329.3266811195977,2329.3266811195977,2317.0813889875444,2318.4419770022164,61928.0,-0.0017574692442883233,0.021176666,0,103.6732,0,-0.29999995,0,-0.18302292,0,59.8,0,-0.4,0,0.566691,0,-0.6898617,0,-1.0720389,0,,0,53.6,0,51.0,0,-3.6000023,0,,0,-0.1,0,0.952829,0,-3.5061035,0,,0,-0.1432047,0,0
2017-12-13,2318.4419770022164,2330.6872691342705,2311.639036928852,2327.9660931049243,79960.0,0.004107981220657031,0.023491848,0,103.6732,0,-0.29999995,0,-0.18417941,0,59.8,0,-0.4,0,0.5610828,0,-0.69492877,0,-1.0635257,0,,0,53.6,0,51.0,0,-3.6000023,0,,0,-0.1,0,0.94849133,0,-3.5061035,0,,0,-0.13857566,0,0
2017-12-14,2325.2449170755795,2340.21138523698,2325.2449170755795,2336.129621192961,58442.0,0.003506721215663644,0.025810521,0,103.6732,0,-0.29999995,0,-0.18533695,0,59.8,0,-0.4,0,0.55550003,0,-0.7000403,0,-1.0550886,0,,0,53.6,0,51.0,0,-3.6000023,0,,0,-0.1,0,0.94417787,0,-3.5061035,0,,0,-0.13392824,0,0
2017-12-15,2336.129621192961,2341.5719732516513,2330.6872691342705,2336.129621192961,66634.0,0.0,0.028132731,0,103.6732,0,-0.29999995,0,-0.18649556,1,59.8,0,-0.4,0,0.54994434,0,-0.7051971,0,-1.0467259,0,,0,53.6,0,51.0,0,-3.6000023,0,,0,-0.1,0,0.9398883,0,-3.5061035,0,,0,-0.12926193,0,1
2017-12-18,2340.21138523698,2355.177853398376,2340.21138523698,2353.817265383706,110550.0,0.007571345369831173,0.030458529,0,103.6732,0,-0.29999995,0,-0.18765524,0,59.8,0,-0.4,0,0.5444177,0,-0.7104,0,-1.0384356,0,,0,53.6,0,51.0,0,-3.6000023,0,,0,-0.1,0,0.93562233,0,-3.5061035,0,,0,-0.12457615,0,0
2017-12-19,2355.177853398376,2361.980793471742,2347.014325310342,2352.456677369033,53602.0,-0.0005780346820810633,0.032787964,0,103.6732,0,-0.29999995,0,-0.18881601,0,59.8,0,-0.4,0,0.5389223,0,-0.7156499,0,-1.0302161,0,,0,53.6,0,51.0,0,-3.6000023,0,,0,-0.1,0,0.9313797,0,-3.5061035,0,,0,-0.11987036,0,0
2017-12-20,2353.817265383706,2361.980793471742,2351.09608935436,2357.8990294277246,42140.0,0.0023134759976868313,0.035121083,0,103.6732,0,-0.29999995,0,-0.18997785,0,59.8,0,-0.4,0,0.53346086,0,-0.72094774,0,-1.0220659,0,,0,53.6,0,51.0,0,-3.6000023,0,,0,-0.1,0,0.92716,0,-3.5061035,0,,0,-0.11514396,0,0
2017-12-21,2361.980793471742,2415.043726043977,2355.177853398376,2402.798433911923,90052.0,0.019042123485285778,0.034279466,0,103.6732,0,-0.29999995,0,-0.19082737,0,59.8,0,-0.4,0,0.5280365,0,-0.7167795,0,-1.0139831,0,,0,53.6,0,51.0,0,-3.6000023,0,,0,-0.1,0,0.9229631,0,-3.5061035,0,,0,-0.110396385,0,0
2017-12-22,2408.2407859706123,2408.2407859706123,2381.0290256771577,2394.634905823886,30410.0,-0.0033975084937716282,0.033437774,0,103.6732,0,-0.29999995,0,-0.19167744,0,59.8,0,-0.4,0,0.5226529,0,-0.71262866,0,-1.0059663,0,,0,53.6,0,51.0,0,-3.6000023,0,,0,-0.1,0,0.9187886,0,-3.5061035,0,,0,-0.10562701,0,0
2017-12-25,2389.192553765194,2391.91372979454,2364.701969501085,2366.062557515758,21630.0,-0.01193181818181921,0.032596,0,103.6732,0,-0.29999995,0,-0.19252802,0,59.8,0,-0.4,0,0.51731443,0,-0.708495,0,-0.9980139,0,,0,53.6,0,51.0,0,-3.6000023,0,,0,-0.1,0,0.9146364,0,-3.5061035,0,,0,-0.10083522,0,0
2017-12-26,2364.701969501085,2374.226085603795,2360.620205457068,2372.8654975891236,12120.0,0.0028752156411742114,0.031754144,0,103.6732,0,-0.29999995,0,-0.19337916,0,59.8,0,-0.4,0,0.5120263,0,-0.70437825,0,-0.99012434,0,,0,53.6,0,51.0,0,-3.6000023,0,,0,-0.1,0,0.910506,0,-3.5061035,0,,0,-0.09602038,0,0
2017-12-27,2366.062557515758,2401.4378458972506,2366.062557515758,2383.7502017065053,32442.0,0.004587155963302836,0.030912204,0,103.6732,0,-0.29999995,0,-0.19423084,0,59.8,0,-0.4,0,0.5067946,0,-0.7002783,0,-0.98229617,0,,0,53.6,0,51.0,0,-3.6000023,0,,0,-0.1,0,0.9063973,0,-3.5061035,0,,0,-0.09118183,0,0
2017-12-28,2427.2890181760313,2427.2890181760313,2375.586673618467,2382.3896136918297,21596.0,-0.0005707762557090046,0.030070178,0,103.6732,0,-0.29999995,0,-0.19508307,0,59.8,0,-0.4,0,0.50162643,0,-0.6961947,0,-0.97452796,0,,0,53.6,0,51.0,0,-3.6000023,0,,0,-0.1,0,0.90230995,0,-3.5061035,0,,0,-0.0863189,0,0
2017-12-29,2371.1288768118134,2375.1364185754373,2363.1137932845622,2369.793029557272,4976.0,-0.005287373678160789,0.029228067,0,103.6732,0,-0.29999995,0,-0.19593585,0,59.8,0,-0.4,0,0.49653047,0,-0.69212747,0,-0.9668182,0,,0,53.6,0,51.0,0,-3.6000023,0,,0,-0.1,0,0.8982438,0,-3.5061035,0,,0,-0.08143091,0,0
2018-01-02,2376.4722658299806,2393.8382801390244,2373.800571320896,2392.502432884482,5066.0,0.009582863585117618,0.028385866,0,103.6732,0,-0.29999995,0,-0.19678916,0,62.2,1,-0.4,0,0.49151695,0,-0.6880762,0,-0.9591657,0,,0,53.4,1,51.2,1,2.4000015,1,,0,-0.1,0,0.55673134,1,-3.5061035,0,,0,0.2886827,1,0
2018-01-03,2405.860905429902,2417.883530720778,2401.8533636662755,2417.883530720778,8510.0,0.010608598548297099,0.027543575,0,103.6732,0,-0.29999995,0,-0.19764304,0,62.2,0,-0.4,0,0.48659807,0,-0.6840408,0,-0.9515689,0,,0,53.4,0,51.2,0,2.4000015,0,,0,-0.1,0,0.5550932,0,-3.5061035,0,,0,0.2932053,0,0
2018-01-04,2429.9061560116534,2429.9061560116534,2393.8382801390244,2411.2042944480695,8116.0,-0.0027624309392261237,0.02670119,0,103.6732,0,-0.29999995,0,-0.19849746,0,62.2,0,-0.4,0,0.48178864,0,-0.6800209,0,-0.94402665,0,,0,53.4,0,51.2,0,2.4000015,0,,0,-0.1,0,0.55345803,0,-3.5061035,0,,0,0.29775998,0,0
2018-01-05,2416.5476834662354,2471.3174209024537,2408.5325999389847,2455.2872538479496,8600.0,0.01828254847645372,0.025858711,0,103.6732,0,-0.29999995,0,-0.19935244,0,62.2,0,-0.4,0,0.47710645,0,-0.6760165,0,-0.93653756,0,,0,53.4,0,51.2,0,2.4000015,0,,0,-0.1,0,0.5518257,0,-3.5061035,0,,0,0.3023474,0,0
2018-01-08,2457.9589483570335,2464.638184629744,2437.9212395389077,2449.9438648297837,13330.0,-0.0021762785636555426,0.025016135,0,103.6732,0,-0.29999995,0,-0.200208,0,62.2,0,-0.4,0,0.47257328,0,-0.67202723,0,-0.9291004,0,,0,53.4,0,51.2,0,2.4000015,0,,0,-0.1,0,0.5501962,0,-3.5061035,0,,0,0.3069682,0,0
2018-01-09,2448.6080175752404,2457.9589483570335,2433.91369777528,2452.615559338868,9036.0,0.0010905125408944283,0.02417346,0,103.6732,0,-0.29999995,0,-0.2010641,0,62.2,0,-0.4,0,0.4682158,0,-0.6680529,0,-0.9217139,0,,0,53.4,0,51.2,0,2.4000015,0,,0,-0.1,0,0.54856944,0,-3.5061035,0,,0,0.31162307,0,0
2018-01-10,2453.951406593409,2459.294795611576,2432.577850520739,2451.279712084326,22244.0,-0.0005446623093682268,0.023330688,0,103.6732,0,-0.29999995,0,-0.20192076,0,62.2,0,-0.4,0,0.46406704,0,-0.6640933,0,-0.91437685,0,,0,53.4,0,51.2,0,2.4000015,0,,0,-0.1,0,0.5469456,0,-3.5061035,0,,0,0.31631264,0,0
2018-01-11,2452.615559338868,2453.951406593409,2423.2269197389473,2423.2269197389473,24144.0,-0.011444141689373133,0.67877704,1,106.3086,1,-0.6,1,-0.24601355,1,62.2,0,-0.5,1,0.4601682,1,-1.3912914,1,-0.9070881,0,,0,53.4,0,51.2,0,2.4000015,0,,0,-0.6,1,0.54532444,0,-3.5061035,0,,0,0.32103765,0,1
2018-01-12,2416.5476834662354,2433.91369777528,2416.5476834662354,2432.577850520739,17238.0,0.0038588754134503134,0.6747534,0,106.3086,0,-0.6,0,-0.24670005,0,62.2,0,-0.5,0,0.45657137,0,-1.3797938,0,-0.89984643,0,,0,53.4,0,51.2,0,2.4000015,0,,0,-0.6,0,0.5437061,0,-3.5061035,0,,0,0.32697168,0,0
2018-01-15,2436.585392284364,2459.294795611576,2436.585392284364,2448.6080175752404,23540.0,0.006589785831960127,0.6707451,0,106.3086,0,-0.6,0,-0.24738693,0,62.2,0,-0.5,0,0.45334306,0,-1.3684547,0,-0.8926508,0,,0,53.4,0,51.2,0,2.4000015,0,,0,-0.6,0,0.54209054,0,-3.5061035,0,,0,0.3329683,0,0
2018-01-16,2445.9363230661584,2455.2872538479496,2439.257086793448,2445.9363230661584,19128.0,-0.0010911074740854732,0.66675174,0,106.3086,0,-0.6,0,-0.24807422,0,62.2,0,-0.5,0,0.45056945,0,-1.3572699,0,-0.8854999,0,,0,53.4,0,51.2,0,2.4000015,0,,0,-0.6,0,0.5404777,0,-3.5061035,0,,0,0.33902913,0,0
2018-01-17,2448.6080175752404,2451.279712084326,2436.585392284364,2436.585392284364,18554.0,-0.0038230475150197174,0.6627732,0,106.3086,0,-0.6,0,-0.2487619,0,62.2,0,-0.5,0,0.4483642,0,-1.3462353,0,-0.8783928,0,,0,53.4,0,51.2,0,2.4000015,0,,0,-0.6,0,0.53886753,0,-3.5061035,0,,0,0.34515592,0,0
2018-01-18,2435.249545029823,2435.249545029823,2427.2344615025727,2428.5703087571137,22818.0,-0.0032894736842101757,0.65880924,0,106.3086,0,-0.6,0,-0.24944998,0,62.2,0,-0.5,0,0.4468797,0,-1.3353468,0,-0.8713283,0,,0,53.4,0,51.2,0,2.4000015,0,,0,-0.6,0,0.5372601,0,-3.5061035,0,,0,0.35135046,0,0
