date,open,high,low,close,volume,returns,fac_Non_Mfg_PMI_Constr_New_Orders_level,fac_Non_Mfg_PMI_Constr_New_Orders_level_release,fac_Non_Mfg_PMI_Constr_Expectation_level,fac_Non_Mfg_PMI_Constr_Expectation_level_release,fac_Social_Financing_Monthly_zscore,fac_Social_Financing_Monthly_zscore_release,fac_非制造业PMI_建筑业_全国_当期值_月_level,fac_非制造业PMI_建筑业_全国_当期值_月_level_release,fac_GDP_Contribution_2nd_Industry_YoY_diff,fac_GDP_Contribution_2nd_Industry_YoY_diff_release,fac_Non_Mfg_PMI_Constr_Expectation_zscore,fac_Non_Mfg_PMI_Constr_Expectation_zscore_release,fac_GDP_Contribution_2nd_Industry_YoY_zscore,fac_GDP_Contribution_2nd_Industry_YoY_zscore_release,fac_PPI_非金属矿物制品业_全国_当期同比增长率_月_level,fac_PPI_非金属矿物制品业_全国_当期同比增长率_月_level_release,fac_Non_Mfg_PMI_Constr_Expectation_diff,fac_Non_Mfg_PMI_Constr_Expectation_diff_release,fac_PPIRM_黑色金属材料类_全国_当期同比增长率_月_level,fac_PPIRM_黑色金属材料类_全国_当期同比增长率_月_level_release,fac_PPI_黑色金属冶炼及压延加工业_全国_当期同比增长率_月_level,fac_PPI_黑色金属冶炼及压延加工业_全国_当期同比增长率_月_level_release,fac_Social_Financing_Monthly_diff,fac_Social_Financing_Monthly_diff_release,fac_PMI_New_Orders_level,fac_PMI_New_Orders_level_release,fac_制造业采购经理指数PMI_生产_level,fac_制造业采购经理指数PMI_生产_level_release,fac_PMI_Raw_Material_Inventory_level,fac_PMI_Raw_Material_Inventory_level_release,fac_非制造业PMI_建筑业_全国_当期值_月_zscore,fac_非制造业PMI_建筑业_全国_当期值_月_zscore_release,fac_PMI_Raw_Material_Inventory_diff,fac_PMI_Raw_Material_Inventory_diff_release,fac_PMI_Business_Expectation_level,fac_PMI_Business_Expectation_level_release,fac_PPIRM_黑色金属材料类_全国_当期同比增长率_月_diff,fac_PPIRM_黑色金属材料类_全国_当期同比增长率_月_diff_release,fac_Non_Mfg_PMI_Constr_New_Orders_zscore,fac_Non_Mfg_PMI_Constr_New_Orders_zscore_release,fac_Social_Financing_Monthly_level,fac_Social_Financing_Monthly_level_release,fac_PPI_黑色金属矿采选业_全国_当期同比增长率_月_diff,fac_PPI_黑色金属矿采选业_全国_当期同比增长率_月_diff_release,fac_PPI_金属制品业_全国_当期同比增长率_月_level,fac_PPI_金属制品业_全国_当期同比增长率_月_level_release,fac_PMI_Raw_Material_Inventory_zscore,fac_PMI_Raw_Material_Inventory_zscore_release,fac_PPI_黑色金属矿采选业_全国_当期同比增长率_月_level,fac_PPI_黑色金属矿采选业_全国_当期同比增长率_月_level_release,fac_PPI_黑色金属冶炼及压延加工业_全国_当期同比增长率_月_diff,fac_PPI_黑色金属冶炼及压延加工业_全国_当期同比增长率_月_diff_release,any_effective_release
2018-03-14,1973.0855397964813,2000.7929251784465,1948.575160420127,1990.1362384930737,4231252.0,0.010825439783490376,49.5,0,65.7,0,,0,57.5,0,-0.5999985,0,,0,-0.66137177,0,13.0,0,1.0,0,7.0,0,11.5,0,,0,51.0,0,50.7,0,49.3,0,,0,0.5,0,58.2,0,-2.0,0,,0,,0,-2.2999997,0,4.9,0,2.8848755,0,1.9,0,-2.8000002,0,0
2018-03-15,1997.063084838567,2008.2526058582062,1985.8735638189264,1999.1944221756398,3267560.0,0.004551539491298717,49.5,0,65.7,0,,0,57.5,0,-0.5999985,0,,0,-0.6551901,0,13.0,0,1.0,0,7.0,0,11.5,0,,0,51.0,0,50.7,0,49.3,0,,0,0.5,0,58.2,0,-2.0,0,,0,,0,-2.2999997,0,4.9,0,2.8291304,0,1.9,0,-2.8000002,0,0
2018-03-16,1999.1944221756398,2002.3914281812524,1981.078054810509,1988.0049011559997,2793532.0,-0.005597014925373345,49.5,0,65.7,0,,0,57.5,0,-0.5999985,0,,0,-0.64902043,0,13.0,0,1.0,0,7.0,0,11.5,0,,0,51.0,0,50.7,0,49.3,0,,0,0.5,0,58.2,0,-2.0,0,,0,,0,-2.2999997,0,4.9,0,2.7760737,0,1.9,0,-2.8000002,0,0
2018-03-19,1988.0049011559997,1990.1362384930737,1938.4513080690244,1945.3781544145154,3932802.0,-0.02144197266148462,49.5,0,65.7,0,,0,57.5,0,-0.5999985,0,,0,-0.6428618,0,13.0,0,1.0,0,7.0,0,11.5,0,,0,51.0,0,50.7,0,49.3,0,,0,0.5,0,58.2,0,-2.0,0,,0,,0,-2.2999997,0,4.9,0,2.725489,0,1.9,0,-2.8000002,0,0
2018-03-20,1942.7139827431724,1953.9035037628123,1920.867775038162,1944.312485745979,3093030.0,-0.0005477951246229962,49.5,0,65.7,0,,0,57.5,0,-0.5999985,0,,0,-0.6367134,0,13.0,0,1.0,0,7.0,0,11.5,0,,0,51.0,0,50.7,0,49.3,0,,0,0.5,0,58.2,0,-2.0,0,,0,,0,-2.2999997,0,4.9,0,2.6771832,0,1.9,0,-2.8000002,0,0
2018-03-21,1946.443823083053,1963.4945217796458,1922.4662780409672,1927.2617870493846,3150512.0,-0.008769525897506458,49.5,0,65.7,0,,0,57.5,0,-0.5999985,0,,0,-0.63057435,0,13.0,0,1.0,0,7.0,0,11.5,0,,0,51.0,0,50.7,0,49.3,0,,0,0.5,0,58.2,0,-2.0,0,,0,,0,-2.2999997,0,4.9,0,2.6309848,0,1.9,0,-2.8000002,0,0
2018-03-22,1927.2617870493846,1947.5094917515898,1912.3424256898647,1928.327455717922,3353098.0,0.0005529444290850449,49.5,0,65.7,0,,0,57.5,0,-0.5999985,0,,0,-0.6244437,0,13.0,0,1.0,0,7.0,0,11.5,0,,0,51.0,0,50.7,0,49.3,0,,0,0.5,0,58.2,0,-2.0,0,,0,,0,-2.2999997,0,4.9,0,2.5867388,0,1.9,0,-2.8000002,0,0
2018-03-23,1922.999112375236,1922.999112375236,1795.1188721507813,1795.1188721507813,6156296.0,-0.06907985631389912,49.5,0,65.7,0,,0,57.5,0,-0.5999985,0,,0,-0.6183207,0,13.0,0,1.0,0,7.0,0,11.5,0,,0,51.0,0,50.7,0,49.3,0,,0,0.5,0,58.2,0,-2.0,0,,0,,0,-2.2999997,0,4.9,0,2.5443063,0,1.9,0,-2.8000002,0,0
2018-03-26,1800.4472154934674,1819.6292515271355,1775.936836117113,1791.9218661451696,3940734.0,-0.0017809439002672844,49.5,0,65.7,0,,0,57.5,0,-0.5999985,0,,0,-0.6122043,0,13.0,0,1.0,0,7.0,0,11.5,0,,0,51.0,0,50.7,0,49.3,0,,0,0.5,0,58.2,0,-2.0,0,,0,,0,-2.2999997,0,4.9,0,2.5035617,0,1.9,0,-2.8000002,0,0
2018-03-27,1787.6591914710216,1851.0664772489804,1786.0606884682168,1829.220269543969,3469360.0,0.020814748736247557,49.5,0,65.7,0,,0,57.5,0,-0.5999985,0,,0,-0.6060937,0,13.0,0,1.0,0,7.0,0,11.5,0,,0,51.0,0,50.7,0,49.3,0,,0,0.5,0,58.2,0,-2.0,0,,0,,0,-2.2999997,0,4.9,0,2.4643915,0,1.9,0,-2.8000002,0,0
2018-03-28,1836.67995022373,1848.9351399119068,1802.5785528305419,1824.4247605355529,3680998.0,-0.0026216137489071256,49.5,0,65.7,0,,0,57.5,0,-0.5999985,0,,0,-0.59998786,0,13.0,0,1.0,0,7.0,0,11.5,0,,0,51.0,0,50.7,0,49.3,0,,0,0.5,0,58.2,0,-2.0,0,,0,,0,-2.2999997,0,4.9,0,2.4266925,0,1.9,0,-2.8000002,0,0
2018-03-29,1824.9575948698198,1854.2634832545925,1818.030748524329,1853.7306489203233,2241628.0,0.016063084112149406,49.5,0,65.7,0,,0,57.5,0,-0.5999985,0,,0,-0.59388596,0,13.0,0,1.0,0,7.0,0,11.5,0,,0,51.0,0,50.7,0,49.3,0,,0,0.5,0,58.2,0,-2.0,0,,0,,0,-2.2999997,0,4.9,0,2.3903704,0,1.9,0,-2.8000002,0,0
2018-03-30,1855.8619862573978,1916.0722660297445,1851.0664772489804,1913.9409286926702,2222082.0,0.032480597872951655,49.5,0,65.7,0,,0,57.5,0,-0.5999985,0,,0,-0.587787,0,13.0,0,1.0,0,7.0,0,11.5,0,,0,51.0,0,50.7,0,49.3,0,,0,0.5,0,58.2,0,-2.0,0,,0,,0,-2.2999997,0,4.9,0,2.3553395,0,1.9,0,-2.8000002,0,0
2018-04-02,1917.1379346982822,1951.7721664257379,1902.2185733387626,1913.4080943584015,1600342.0,-0.00027839643652571855,49.5,0,65.7,0,,0,57.5,0,-0.5999985,0,,0,-0.58168995,0,13.0,0,1.0,0,7.0,0,11.5,0,,0,53.3,1,53.1,1,49.6,1,,0,0.29999924,1,58.2,0,-2.0,0,,0,,0,-2.2999997,0,4.9,0,3.2006972,1,1.9,0,-2.8000002,0,0
2018-04-03,1915.5394316954757,1952.8378350942755,1909.6782540185216,1917.6707690325513,1561044.0,0.002227791701476578,49.5,0,65.7,0,,0,57.5,0,-0.5999985,0,,0,-0.5755938,0,13.0,0,1.0,0,7.0,0,11.5,0,,0,53.3,0,53.1,0,49.6,0,,0,0.29999924,0,58.2,0,-2.0,0,,0,,0,-2.2999997,0,4.9,0,3.1259801,0,1.9,0,-2.8000002,0,0
2018-04-04,1920.867775038162,1933.1229647263385,1905.4155793443736,1912.8752600241335,957088.0,-0.0025006946373996586,52.0,1,66.7,1,,0,60.7,1,-0.5999985,0,,1,-0.5694977,0,13.0,0,1.0,1,7.0,0,11.5,0,,0,53.3,0,53.1,0,49.6,0,,1,0.29999924,0,58.7,1,-2.0,0,,1,,0,-2.2999997,0,4.9,0,3.055691,0,1.9,0,-2.8000002,0,1
2018-04-09,1915.5394316954757,1944.8453200802478,1910.2110883527905,1944.312485745979,587002.0,0.016434540389972385,52.0,0,66.7,0,,0,60.7,0,-0.5999985,0,,0,-0.56340045,0,13.0,0,1.0,0,7.0,0,11.5,0,,0,53.3,0,53.1,0,49.6,0,,0,0.29999924,0,58.7,0,-2.0,0,,0,,0,-2.2999997,0,4.9,0,2.9893982,0,1.9,0,-2.8000002,0,0
2018-04-10,1944.8453200802478,1960.8303501083042,1933.1229647263385,1954.9691724313493,532130.0,0.005480953685940815,52.0,0,66.7,0,,0,60.7,0,-0.5999985,0,,0,-0.55730104,0,13.0,0,1.0,0,7.0,0,11.5,0,,0,53.3,0,53.1,0,49.6,0,,0,0.29999924,0,58.7,0,-2.0,0,,0,,0,-2.2999997,0,4.9,0,2.926726,0,1.9,0,-2.8000002,0,0
2018-04-11,1955.5020067656178,1967.7571964537954,1945.910988748784,1951.7721664257379,449024.0,-0.0016353229762878785,52.0,0,66.7,0,,0,60.7,0,-0.5999985,0,,0,-0.5511985,0,13.0,0,1.0,0,7.0,0,11.5,0,,0,53.3,0,53.1,0,49.6,0,,0,0.29999924,0,58.7,0,-2.0,0,,0,,0,-2.2999997,0,4.9,0,2.8673472,0,1.9,0,-2.8000002,0,0
2018-04-12,1949.6408290886648,1966.6915277852572,1936.31997073195,1956.034841099887,386950.0,0.002184002184002498,52.0,0,66.7,0,,0,60.7,0,-0.5999985,0,,0,-0.5450915,0,12.0,1,1.0,0,5.3,1,9.4,1,,0,53.3,0,53.1,0,49.6,0,,0,0.29999924,0,58.7,0,-1.6999998,1,,0,,0,-4.1,1,4.7,1,2.8109741,0,-2.2,1,-2.1000004,1,1
2018-04-13,1952.305000760007,1981.078054810509,1944.312485745979,1979.4795518077035,303082.0,0.011985834922364491,52.0,0,66.7,0,,0,60.7,0,-0.5999985,0,,0,-0.53897905,0,12.0,0,1.0,0,5.3,0,9.4,0,,0,53.3,0,53.1,0,49.6,0,,0,0.29999924,0,58.7,0,-1.6999998,0,,0,,0,-4.1,0,4.7,0,2.757353,0,-2.2,0,-2.1000004,0,0
2018-04-16,1978.9467174734355,1984.8078951503892,1954.4363380970815,1960.8303501083042,252552.0,-0.009421265141318802,52.0,0,66.7,0,,0,60.7,0,-0.5999985,0,,0,-0.53286,0,12.0,0,1.0,0,5.3,0,9.4,0,,0,53.3,0,53.1,0,49.6,0,,0,0.29999924,0,58.7,0,-1.6999998,0,,0,,0,-4.1,0,4.7,0,2.7058709,0,-2.2,0,-2.1000004,0,0
2018-04-17,1960.8303501083042,1976.2825458020911,1951.2393320914705,1964.5601904481844,220510.0,0.0019021739130435922,52.0,0,66.7,0,,0,60.7,0,-0.5999985,0,,0,-0.526733,0,12.0,0,1.0,0,5.3,0,9.4,0,,0,53.3,0,53.1,0,49.6,0,,0,0.29999924,0,58.7,0,-1.6999998,0,,0,,0,-4.1,0,4.7,0,2.656752,0,-2.2,0,-2.1000004,0,0
2018-04-18,1976.815380136361,1996.5302505042976,1976.2825458020911,1984.8078951503892,301136.0,0.010306482234879066,52.0,0,66.7,0,,0,60.7,0,-0.5999985,0,,0,-0.5205969,0,12.0,0,1.0,0,5.3,0,9.4,0,,0,53.3,0,53.1,0,49.6,0,,0,0.29999924,0,58.7,0,-1.6999998,0,,0,,0,-4.1,0,4.7,0,2.6098146,0,-2.2,0,-2.1000004,0,0
2018-04-19,1995.997416170029,2018.3764582093083,1992.8004101644174,2013.5809492008912,217828.0,0.014496644295301842,52.0,0,66.7,0,,0,60.7,0,-0.5999985,0,,0,-0.5144505,0,12.0,0,1.0,0,5.3,0,9.4,0,,0,53.3,0,53.1,0,49.6,0,,0,0.29999924,0,58.7,0,-1.6999998,0,,0,,0,-4.1,0,4.7,0,2.5648959,0,-2.2,0,-2.1000004,0,0
2018-04-20,2013.048114866622,2016.7779552065042,1983.7422264818524,1988.0049011559997,153612.0,-0.012701772955808655,52.0,0,66.7,0,,0,60.7,0,-0.5999985,0,,0,-0.5082923,0,12.0,0,1.0,0,5.3,0,9.4,0,,0,53.3,0,53.1,0,49.6,0,,0,0.29999924,0,58.7,0,-1.6999998,0,,0,,0,-4.1,0,4.7,0,2.5218492,0,-2.2,0,-2.1000004,0,0
2018-04-23,1981.078054810509,2035.4271569059033,1981.078054810509,2033.2958195688273,178090.0,0.02278209595282754,52.0,0,66.7,0,,0,60.7,0,-0.5999985,0,,0,-0.5021211,0,12.0,0,1.0,0,5.3,0,9.4,0,,0,53.3,0,53.1,0,49.6,0,,0,0.29999924,0,58.7,0,-1.6999998,0,,0,,0,-4.1,0,4.7,0,2.4805424,0,-2.2,0,-2.1000004,0,0
2018-04-24,2027.9674762261418,2078.0539036473883,2025.8361388890687,2072.7255603047015,167902.0,0.01939203354297736,52.0,0,66.7,0,,0,60.7,0,-0.5999985,0,,0,-0.49593532,0,12.0,0,1.0,0,5.3,0,9.4,0,,0,53.3,0,53.1,0,49.6,0,,0,0.29999924,0,58.7,0,-1.6999998,0,,0,,0,-4.1,0,4.7,0,2.4408567,0,-2.2,0,-2.1000004,0,0
2018-04-25,2073.2583946389695,2082.8494126558044,2058.33903327945,2076.455400644582,107194.0,0.0017994858611827258,52.0,0,66.7,0,,0,60.7,0,-0.5999985,0,,0,-0.48973358,0,12.0,0,1.0,0,5.3,0,9.4,0,,0,53.3,0,53.1,0,49.6,0,,0,0.29999924,0,58.7,0,-1.6999998,0,,0,,0,-4.1,0,4.7,0,2.4026835,0,-2.2,0,-2.1000004,0,0
2018-04-26,2082.3165783215363,2091.374762004102,2067.3972169620165,2089.776259001296,104492.0,0.006415191172696844,52.0,0,66.7,0,,0,60.7,0,-0.5999985,0,,0,-0.4835143,0,12.0,0,1.0,0,5.3,0,9.4,0,,0,53.3,0,53.1,0,49.6,0,,0,0.29999924,0,58.7,0,-1.6999998,0,,0,,0,-4.1,0,4.7,0,2.3659253,0,-2.2,0,-2.1000004,0,0
2018-04-27,2101.3827234090986,2113.2518941189833,2098.6851846113973,2108.935832042661,2126.0,0.009168241317145442,52.0,0,66.7,0,,0,60.7,0,-0.5999985,0,,0,-0.47727594,0,12.0,0,1.0,0,5.3,0,9.4,0,,0,53.3,0,53.1,0,49.6,0,,0,0.29999924,0,58.7,0,-1.6999998,0,,0,,0,-4.1,0,4.7,0,2.3304918,0,-2.2,0,-2.1000004,0,0
2018-05-02,2111.0349258239125,2187.4342850442063,2111.0349258239125,2183.413266137876,7512.0,0.03531517316156463,52.0,0,66.7,0,,0,60.7,0,-0.20000076,1,,0,-0.76274395,1,12.0,0,1.0,0,5.3,0,9.4,0,,0,52.9,1,53.1,1,49.5,1,,0,-0.099998474,1,58.4,1,-1.6999998,0,,0,,0,-4.1,0,4.7,0,2.066044,1,-2.2,0,-2.1000004,0,1
2018-05-03,2182.8388348655403,2190.3064414058713,2148.372958525562,2158.712721427555,6336.0,-0.011312812417784812,52.0,0,66.7,0,,0,60.7,0,-0.20000076,0,,0,-0.7574095,0,12.0,0,1.0,0,5.3,0,9.4,0,,0,52.9,0,53.1,0,49.5,0,,0,-0.099998474,0,58.4,0,-1.6999998,0,,0,,0,-4.1,0,4.7,0,2.0400238,0,-2.2,0,-2.1000004,0,0
2018-05-04,2155.840565065888,2167.9036217848825,2141.4797832575628,2157.563858882888,3882.0,-0.0005321979776482522,52.0,0,66.7,0,,0,60.7,0,-0.20000076,0,,0,-0.75214446,0,12.0,0,1.0,0,5.3,0,9.4,0,,0,52.9,0,53.1,0,49.5,0,,0,-0.099998474,0,58.4,0,-1.6999998,0,,0,,0,-4.1,0,4.7,0,2.0147264,0,-2.2,0,-2.1000004,0,0
2018-05-07,2150.0962523425587,2166.1803279678834,2125.9701389045695,2150.6706836148915,5552.0,-0.0031948881789136685,52.0,0,66.7,0,,0,60.7,0,-0.20000076,0,,0,-0.74695134,0,12.0,0,1.0,0,5.3,0,9.4,0,,0,52.9,0,53.1,0,49.5,0,,0,-0.099998474,0,58.4,0,-1.6999998,0,,0,,0,-4.1,0,4.7,0,1.9901165,0,-2.2,0,-2.1000004,0,0
2018-05-08,2150.6706836148915,2156.9894276105556,2137.4587643512323,2137.4587643512323,3426.0,-0.006143162393162038,52.0,0,66.7,0,,0,60.7,0,-0.20000076,0,,0,-0.74183315,0,12.0,0,1.0,0,5.3,0,9.4,0,,0,52.9,0,53.1,0,49.5,0,,0,-0.099998474,0,58.4,0,-1.6999998,0,,0,,0,-4.1,0,4.7,0,1.9661609,0,-2.2,0,-2.1000004,0,0
2018-05-09,2115.6439750367645,2120.3419261286276,2093.1982087089614,2106.2480728530318,1458.0,-0.014601774789172905,52.0,0,66.7,0,,0,60.7,0,-0.20000076,0,,0,-0.7367932,0,12.0,0,1.0,0,5.3,0,9.4,0,,0,52.9,0,53.1,0,49.5,0,,0,-0.099998474,0,58.4,0,-1.6999998,0,,0,,0,-4.1,0,4.7,0,1.9428291,0,-2.2,0,-2.1000004,0,0
2018-05-10,2100.5061326296413,2122.951898957444,2100.5061326296413,2122.951898957444,1546.0,0.00793060718711347,52.0,0,66.7,0,,0,60.7,0,-0.20000076,0,,0,-0.73183537,0,12.0,0,1.0,0,5.3,0,9.4,0,,0,52.9,0,53.1,0,49.5,0,,0,-0.099998474,0,58.4,0,-1.6999998,0,,0,,0,-4.1,0,4.7,0,1.9200922,0,-2.2,0,-2.1000004,0,0
2018-05-11,2122.42990439168,2139.655725061855,2116.1659696025254,2131.8258065754117,1622.0,0.004179985247110718,52.0,0,66.7,0,,0,60.7,0,-0.20000076,0,,0,-0.7269637,0,11.0,1,1.0,0,5.4,1,11.1,1,,0,52.9,0,53.1,0,49.5,0,,0,-0.099998474,0,58.4,0,0.099999905,1,,0,,0,-0.39999986,1,4.5,1,1.8979234,0,-2.6,1,1.7000008,1,1
2018-05-14,2138.089741364565,2138.089741364565,2125.0398772204944,2128.693839180834,404.0,-0.0014691478942217007,52.0,0,66.7,0,,0,60.7,0,-0.20000076,0,,0,-0.7313477,0,11.0,0,1.0,0,5.4,0,11.1,0,,0,52.9,0,53.1,0,49.5,0,,0,-0.099998474,0,58.4,0,0.099999905,0,,0,,0,-0.39999986,0,4.5,0,1.8762971,0,-2.6,0,1.7000008,0,0
2018-05-15,2131.303812009648,2145.919659851008,2128.1718446150703,2139.13373049609,1630.0,0.004904364884747103,52.0,0,66.7,0,,0,60.7,0,-0.20000076,0,,0,-0.7357642,0,11.0,0,1.0,0,5.4,0,11.1,0,,0,52.9,0,53.1,0,49.5,0,,0,-0.099998474,0,58.4,0,0.099999905,0,,0,,0,-0.39999986,0,4.5,0,1.8551899,0,-2.6,0,1.7000008,0,0
2018-05-16,2136.001763101514,2138.089741364565,2121.907909825917,2129.7378283123594,466.0,-0.004392386530014392,52.0,0,66.7,0,,0,60.7,0,-0.20000076,0,,0,-0.74021375,0,11.0,0,1.0,0,5.4,0,11.1,0,,0,52.9,0,53.1,0,49.5,0,,0,-0.099998474,0,58.4,0,0.099999905,0,,0,,0,-0.39999986,0,4.5,0,1.8345795,0,-2.6,0,1.7000008,0,0
2018-05-17,2137.0948796177227,2143.3503462690774,2128.564697820418,2137.0948796177227,2680.0,0.00345443988812133,52.0,0,66.7,0,,0,60.7,0,-0.20000076,0,,0,-0.74469686,0,11.0,0,1.0,0,5.4,0,11.1,0,,0,52.9,0,53.1,0,49.5,0,,0,-0.099998474,0,58.4,0,0.099999905,0,,0,,0,-0.39999986,0,4.5,0,1.8144447,0,-2.6,0,1.7000008,0,0
2018-05-18,2147.9400549753504,2159.597802899234,2109.4694868265374,2116.4641355808694,4186806.0,-0.009653639730091701,52.0,0,66.7,0,,0,60.7,0,-0.20000076,0,,0,-0.74921405,0,11.0,0,1.0,0,5.4,0,11.1,0,,0,52.9,0,53.1,0,49.5,0,,0,-0.099998474,0,58.4,0,0.099999905,0,,0,,0,-0.39999986,0,4.5,0,1.7947657,0,-2.6,0,1.7000008,0,0
2018-05-21,2113.5496985998984,2128.1218835047525,2087.902653167356,2091.982864940715,3846112.0,-0.011567061415588498,52.0,0,66.7,0,,0,60.7,0,-0.20000076,0,,0,-0.7537659,0,11.0,0,1.0,0,5.4,0,11.1,0,,0,52.9,0,53.1,0,49.5,0,,0,-0.099998474,0,58.4,0,0.099999905,0,,0,,0,-0.39999986,0,4.5,0,1.7755241,0,-2.6,0,1.7000008,0,0
2018-05-22,2090.2342027521336,2106.5550498455696,2072.747580866309,2082.656666601608,3540894.0,-0.004458066313736908,52.0,0,66.7,0,,0,60.7,0,-0.20000076,0,,0,-0.7583529,0,11.0,0,1.0,0,5.4,0,11.1,0,,0,52.9,0,53.1,0,49.5,0,,0,-0.099998474,0,58.4,0,0.099999905,0,,0,,0,-0.39999986,0,4.5,0,1.7567023,0,-2.6,0,1.7000008,0,0
2018-05-23,2083.822441393997,2086.1539909787734,2046.5176480375742,2058.1753959614557,3394370.0,-0.01175482787573412,52.0,0,66.7,0,,0,60.7,0,-0.20000076,0,,0,-0.76297563,0,11.0,0,1.0,0,5.4,0,11.1,0,,0,52.9,0,53.1,0,49.5,0,,0,-0.099998474,0,58.4,0,0.099999905,0,,0,,0,-0.39999986,0,4.5,0,1.7382835,0,-2.6,0,1.7000008,0,0
2018-05-24,2057.592508565261,2092.5657523369086,2051.763634603321,2088.485540563549,3251118.0,0.014726706315490778,52.0,0,66.7,0,,0,60.7,0,-0.20000076,0,,0,-0.7676347,0,11.0,0,1.0,0,5.4,0,11.1,0,,0,52.9,0,53.1,0,49.5,0,,0,-0.099998474,0,58.4,0,0.099999905,0,,0,,0,-0.39999986,0,4.5,0,1.7202522,0,-2.6,0,1.7000008,0,0
2018-05-25,2086.736878374967,2107.1379372417614,2064.587157319591,2077.993567432057,3675128.0,-0.00502372313703503,52.0,0,66.7,0,,0,60.7,0,-0.20000076,0,,0,-0.7723307,0,11.0,0,1.0,0,5.4,0,11.1,0,,0,52.9,0,53.1,0,49.5,0,,0,-0.099998474,0,58.4,0,0.099999905,0,,0,,0,-0.39999986,0,4.5,0,1.7025932,0,-2.6,0,1.7000008,0,0
2018-05-28,2075.079130451086,2113.5496985998984,2063.4213825272022,2086.1539909787734,3738744.0,0.003927068723702076,52.0,0,66.7,0,,0,60.7,0,-0.20000076,0,,0,-0.7770642,0,11.0,0,1.0,0,5.4,0,11.1,0,,0,52.9,0,53.1,0,49.5,0,,0,-0.099998474,0,58.4,0,0.099999905,0,,0,,0,-0.39999986,0,4.5,0,1.6852928,0,-2.6,0,1.7000008,0,0
2018-05-29,2087.319765771161,2127.5389961085566,2080.908004413027,2118.795685165644,3950374.0,0.015646828723106854,52.0,0,66.7,0,,0,60.7,0,-0.20000076,0,,0,-0.7818359,0,11.0,0,1.0,0,5.4,0,11.1,0,,0,52.9,0,53.1,0,49.5,0,,0,-0.099998474,0,58.4,0,0.099999905,0,,0,,0,-0.39999986,0,4.5,0,1.6683373,0,-2.6,0,1.7000008,0,0
2018-05-30,2122.8758969390037,2137.448081843856,2106.5550498455696,2124.0416717313924,3500508.0,0.002475928473178124,52.0,0,66.7,0,,0,60.7,0,-0.20000076,0,,0,-0.7866463,0,11.0,0,1.0,0,5.4,0,11.1,0,,0,52.9,0,53.1,0,49.5,0,,0,-0.099998474,0,58.4,0,0.099999905,0,,0,,0,-0.39999986,0,4.5,0,1.6517143,0,-2.6,0,1.7000008,0,0
2018-05-31,2121.127234750421,2154.934703729679,2118.2127977694504,2154.3518163334866,3065394.0,0.014270032930845167,52.0,0,66.7,0,,0,60.7,0,-0.20000076,0,,0,-0.79149616,0,11.0,0,1.0,0,5.4,0,11.1,0,,0,52.9,0,53.1,0,49.5,0,,0,-0.099998474,0,58.4,0,0.099999905,0,,0,,0,-0.39999986,0,4.5,0,1.6354117,0,-2.6,0,1.7000008,0,0
2018-06-01,2155.5175911258734,2202.1485828214054,2152.0202667487088,2176.5015373888627,4625294.0,0.010281385281385003,52.0,0,66.7,0,,0,60.7,0,-0.20000076,0,,0,-0.7963861,0,11.0,0,1.0,0,5.4,0,11.1,0,,0,53.8,1,54.1,1,49.6,1,,0,0.099998474,1,58.4,0,0.099999905,0,,0,,0,-0.39999986,0,4.5,0,1.8259815,1,-2.6,0,1.7000008,0,0
2018-06-04,2179.415974369833,2195.736821463268,2156.6833659182626,2167.758226445951,3729114.0,-0.004017139796464786,54.2,1,65.1,1,,0,60.1,1,-0.20000076,0,,1,-0.80131686,0,11.0,0,-1.5999985,1,5.4,0,11.1,0,,0,53.8,0,54.1,0,49.6,0,,1,0.099998474,0,58.7,1,0.099999905,0,,1,,0,-0.39999986,0,4.5,0,1.8062116,0,-2.6,0,1.7000008,0,1
2018-06-05,2161.346465087817,2181.7475239546106,2143.859843201993,2177.6673121812505,3565494.0,0.0045711212691581515,54.2,0,65.1,0,,0,60.1,0,-0.20000076,0,,0,-0.806289,0,11.0,0,-1.5999985,0,5.4,0,11.1,0,,0,53.8,0,54.1,0,49.6,0,,0,0.099998474,0,58.7,0,0.099999905,0,,0,,0,-0.39999986,0,4.5,0,1.7868845,0,-2.6,0,1.7000008,0,0
2018-06-06,2181.7475239546106,2205.64590719857,2171.2555508231153,2200.982808029015,4213682.0,0.010706638115631328,54.2,0,65.1,0,,0,60.1,0,-0.20000076,0,,0,-0.8113034,0,11.0,0,-1.5999985,0,5.4,0,11.1,0,,0,53.8,0,54.1,0,49.6,0,,0,0.099998474,0,58.7,0,0.099999905,0,,0,,0,-0.39999986,0,4.5,0,1.7679826,0,-2.6,0,1.7000008,0,0
2018-06-07,2206.8116819909583,2255.1913358750694,2203.314357613792,2219.0523173110355,5175266.0,0.00820974576271305,54.2,0,65.1,0,,0,60.1,0,-0.20000076,0,-0.019275665,0,-0.81636065,0,11.0,0,-1.5999985,0,5.4,0,11.1,0,,0,53.8,0,54.1,0,49.6,0,0.08216626,0,0.099998474,0,58.7,0,0.099999905,0,0.05992059,0,,0,-0.39999986,0,4.5,0,1.7494891,0,-2.6,0,1.7000008,0,0
