date,open,high,low,close,volume,returns,fac_CPI-PPI_差值_当月_level,fac_CPI-PPI_差值_当月_level_release,fac_PPI_翘尾因素_当月_level,fac_PPI_翘尾因素_当月_level_release,fac_制造业采购经理指数PMI_进口_zscore,fac_制造业采购经理指数PMI_进口_zscore_release,fac_制造业采购经理指数PMI_采购量_zscore,fac_制造业采购经理指数PMI_采购量_zscore_release,fac_PPI_煤炭开采和洗选业_全国_当期同比增长率_月_level,fac_PPI_煤炭开采和洗选业_全国_当期同比增长率_月_level_release,fac_PPIRM_化工原料类_全国_当期同比增长率_月_diff,fac_PPIRM_化工原料类_全国_当期同比增长率_月_diff_release,fac_PMI_Input_Price_zscore,fac_PMI_Input_Price_zscore_release,fac_PMI_New_Orders_zscore,fac_PMI_New_Orders_zscore_release,fac_PPI_煤炭开采和洗选业_全国_当期同比增长率_月_zscore,fac_PPI_煤炭开采和洗选业_全国_当期同比增长率_月_zscore_release,fac_GDP_Cumulative_YoY_level,fac_GDP_Cumulative_YoY_level_release,fac_PPI_石油和天然气开采业_全国_当期同比增长率_月_diff,fac_PPI_石油和天然气开采业_全国_当期同比增长率_月_diff_release,fac_制造业采购经理指数PMI_生产_diff,fac_制造业采购经理指数PMI_生产_diff_release,fac_PPI_化学原料及化学制品制造业_全国_当期同比增长率_月_diff,fac_PPI_化学原料及化学制品制造业_全国_当期同比增长率_月_diff_release,any_effective_release
2020-04-20,265.1961117185627,269.3603515278389,256.6484651040209,266.0727964238896,152002.0,-0.04296410732203637,5.77,0,-0.0015,0,0.3678408,0,0.6407769,0,-3.6,0,-1.1999998,0,-2.5769625,0,0.5401755,0,-1.22435,0,-6.8,1,-21.300001,0,26.3,0,-1.0,0,0
2020-04-21,255.33344640671515,262.5660743239512,248.53916920282762,251.16920659743897,210567.0,-0.05601320400567078,5.77,0,-0.0015,0,0.3681301,0,0.6394762,0,-3.6,0,-1.1999998,0,-2.5366292,0,0.5398423,0,-1.2142813,0,-6.8,0,-21.300001,0,26.3,0,-1.0,0,0
2020-04-22,230.78637498577643,238.56691203230073,230.78637498577643,230.78637498577643,20657.0,-0.08115179359678071,5.77,0,-0.0015,0,0.36841947,0,0.6381776,0,-3.6,0,-1.1999998,0,-2.4978733,0,0.5395093,0,-1.2043273,0,-6.8,0,-21.300001,0,26.3,0,-1.0,0,0
2020-04-23,230.78637498577643,260.81270491329707,224.97835762452576,249.3062620494751,220367.0,0.08024688227301136,5.77,0,-0.0015,0,0.36870894,0,0.63688105,0,-3.6,0,-1.1999998,0,-2.4605925,0,0.5391764,0,-1.1944848,0,-6.8,0,-21.300001,0,26.3,0,-1.0,0,0
2020-04-24,251.8267243067769,260.70311305461746,249.19667019079552,253.25133486276204,167951.0,0.015824202652815922,5.77,0,-0.0015,0,0.3689985,0,0.6355866,0,-3.6,0,-1.1999998,0,-2.4246938,0,0.53884363,0,-1.1848537,0,-6.8,0,-21.300001,0,26.3,0,-1.0,0,0
2020-04-27,246.56663279618417,248.75833619881692,235.60811578302048,235.82728277900983,186714.0,-0.06880142248092935,5.77,0,-0.0015,0,0.36928815,0,0.6342942,0,-3.6,0,-1.1999998,0,-2.390092,0,0.53851104,0,-1.1753273,0,-6.8,0,-21.300001,0,26.3,0,-1.0,0,0
2020-04-28,230.12885727643848,236.15604163367857,224.7591906285363,226.40296818051098,203672.0,-0.03996278330243175,5.77,0,-0.0015,0,0.36957788,0,0.6330039,0,-3.6,0,-1.1999998,0,-2.356709,0,0.53817856,0,-1.1659033,0,-6.8,0,-21.300001,0,26.3,0,-1.0,0,0
2020-04-29,235.60811578302048,249.52542904546456,234.7314310776933,246.01870694552608,224568.0,0.08664081978543448,5.77,0,-0.0015,0,0.3698677,0,0.6317156,0,-3.6,0,-1.1999998,0,-2.3244739,0,0.5378462,0,-1.156579,0,-6.8,0,-21.300001,0,26.3,0,-1.0,0,0
2020-04-30,261.9318038220387,263.6909160756237,249.26620096461122,251.20123518032395,42984.0,0.02106558602450259,5.77,0,-0.0015,0,0.3701576,0,0.6304294,0,-3.6,0,-1.1999998,0,-2.2933211,0,0.537514,0,-1.1473521,0,-6.8,0,-21.300001,0,26.3,0,-1.0,0,0
2020-05-06,268.2646186717139,274.42151155926155,257.09424512467996,257.27016708680765,30118.0,0.02415964197838094,5.77,0,-0.0015,0,-0.57919824,1,0.5154137,1,-3.6,0,-1.1999998,0,-3.5381422,1,0.24246994,1,-1.1382202,0,-6.8,0,-21.300001,0,-0.3999977,1,-1.0,0,0
2020-05-07,253.31216451624124,257.8858671123316,250.23371807246767,254.45557674430245,29271.0,-0.010940212673611338,5.77,0,-0.0015,0,-0.575003,0,0.51477456,0,-3.6,0,-1.1999998,0,-3.4457803,0,0.24346393,0,-1.1291808,0,-6.8,0,-21.300001,0,-0.3999977,0,-1.0,0,0
2020-05-08,259.6449793659164,262.9872819109589,247.68301067315383,254.98331578876255,39261.0,0.0020739928407638164,5.77,0,-0.0015,0,-0.5708195,0,0.5141359,0,-3.6,0,-1.1999998,0,-3.3597174,0,0.24445884,0,-1.120232,0,-6.8,0,-21.300001,0,-0.3999977,0,-1.0,0,0
2020-05-11,254.89535480769865,257.4460890489353,252.52056937051267,256.0387938776826,28537.0,0.004139400594329379,5.77,0,-0.0015,0,-0.56664747,0,0.5134977,0,-3.6,0,-1.1999998,0,-3.279257,0,0.24545461,0,-1.1113713,0,-6.8,0,-21.300001,0,-0.3999977,0,-1.0,0,0
2020-05-12,256.0387938776826,256.8303890234114,249.17823998354743,250.76145711692772,19610.0,-0.020611473288208226,5.77,0,-0.0015,0,-0.5624867,0,0.51285994,0,-3.6,0,-1.1999998,0,-3.2038066,0,0.24645129,0,-1.1025969,0,-6.8,0,-21.300001,0,-0.3999977,0,-1.0,0,0
2020-05-13,255.07127676982643,255.07127676982643,248.56256679994638,249.88190099013505,25676.0,-0.0035075411385192545,6.4,1,-0.300598,1,-0.558337,0,0.5122227,0,-5.4,1,-2.1000004,1,-3.1328585,0,0.24744886,0,-1.7272809,1,-6.8,0,-29.7,1,-0.3999977,0,-3.0,1,0
2020-05-14,251.28919616138788,251.28919616138788,242.31771293133508,247.3311935908215,32236.0,-0.010207651651466532,6.4,0,-0.300598,0,-0.554198,0,0.5115859,0,-5.4,0,-2.1000004,0,-3.065974,0,0.24844734,0,-1.7092508,0,-6.8,0,-29.7,0,-0.3999977,0,-3.0,0,0
2020-05-15,247.59504969209004,257.18220610574383,246.71549356529758,254.89535480769865,40627.0,0.030583126645121528,6.4,0,-0.300598,0,-0.55006975,0,0.51094955,0,-5.4,0,-2.1000004,0,-3.002772,0,0.24944672,0,-1.6915907,0,-6.8,0,-29.7,0,-0.3999977,0,-3.0,0,0
2020-05-18,255.15923775089013,261.4040916195015,250.84941809799142,259.6449793659164,34892.0,0.018633625402083354,6.4,0,-0.300598,0,-0.5453771,0,0.5102366,0,-5.4,0,-2.1000004,0,-2.9414346,0,0.2503008,0,-1.6742865,0,-6.8,0,-29.7,0,-0.3999977,0,-3.0,0,0
2020-05-19,261.8438696828977,267.1212064436528,256.3906109600151,258.41357931486874,50760.0,-0.004742629932821707,6.4,0,-0.300598,0,-0.5406943,0,0.5095243,0,-5.4,0,-2.1000004,0,-2.8832793,0,0.25115553,0,-1.6573248,0,-6.8,0,-29.7,0,-0.3999977,0,-3.0,0,0
2020-05-20,258.50154029593244,261.75590870183396,258.0617622325363,259.6449793659164,24604.0,0.004765229653613812,6.4,0,-0.300598,0,-0.5360211,0,0.5088125,0,-5.4,0,-2.1000004,0,-2.828034,0,0.2520109,0,-1.6406932,0,-6.8,0,-29.7,0,-0.3999977,0,-3.0,0,0
2020-05-21,262.899320929895,267.29710156385767,261.75590870183396,267.0332454625891,32732.0,0.028455262700306072,6.4,0,-0.300598,0,-0.5313573,0,0.5081013,0,-5.4,0,-2.1000004,0,-2.775457,0,0.25286692,0,-1.6243794,0,-6.8,0,-29.7,0,-0.3999977,0,-3.0,0,0
2020-05-22,267.2091405827938,267.82484060831774,254.63149870643002,258.67746225806013,44129.0,-0.03129117196644937,6.4,0,-0.300598,0,-0.5267024,0,0.5073906,0,-5.4,0,-2.1000004,0,-2.7253346,0,0.2537236,0,-1.6085941,0,-6.8,0,-29.7,0,-0.3999977,0,-3.0,0,0
2020-05-25,259.9088354671851,263.42705997435513,258.1497232136,262.37158188543503,25965.0,0.014280794295444155,6.4,0,-0.300598,0,-0.52205616,0,0.50668055,0,-5.4,0,-2.1000004,0,-2.677477,0,0.25458091,0,-1.5930995,0,-6.8,0,-29.7,0,-0.3999977,0,-3.0,0,0
2020-05-26,262.54750384756255,267.4730235259853,261.31613063843764,267.0332454625891,22217.0,0.017767410417144802,6.4,0,-0.300598,0,-0.5174183,0,0.505971,0,-5.4,0,-2.1000004,0,-2.631713,0,0.25543892,0,-1.5778857,0,-6.8,0,-29.7,0,-0.3999977,0,-3.0,0,0
2020-05-27,267.2091405827938,268.5284747729825,263.3390989932914,265.71391127240014,28630.0,-0.004940711363124239,6.4,0,-0.300598,0,-0.5127886,0,0.5052621,0,-5.4,0,-2.1000004,0,-2.5878901,0,0.25629756,0,-1.5629433,0,-6.8,0,-29.7,0,-0.3999977,0,-3.0,0,0
2020-05-28,264.3945770822115,266.68142838025653,262.899320929895,264.6584331834802,28300.0,-0.003972234964536359,6.4,0,-0.300598,0,-0.50816655,0,0.5045537,0,-5.4,0,-2.1000004,0,-2.545871,0,0.25715688,0,-1.5482631,0,-6.8,0,-29.7,0,-0.3999977,0,-3.0,0,0
2020-05-29,264.746394164544,269.2321357795702,264.746394164544,266.15368933579657,24397.0,0.0056497581971239885,6.4,0,-0.300598,0,-0.503552,0,0.5038459,0,-5.4,0,-2.1000004,0,-2.5055313,0,0.25801685,0,-1.5338364,0,-6.8,0,-29.7,0,-0.3999977,0,-3.0,0,0
2020-06-01,265.0982112468763,270.55146996975895,265.0102502658124,268.7043967351101,25490.0,0.009583588360841278,6.4,0,-0.300598,0,-0.20266488,1,0.30884737,1,-5.4,0,-2.1000004,0,0.60046786,1,0.3741494,1,-1.5196549,0,-6.8,0,-29.7,0,-0.5,1,-3.0,0,0
2020-06-02,268.9682528363788,270.28758702656756,267.5609845070491,269.0562138174426,22053.0,0.0013093089901290433,6.4,0,-0.300598,0,-0.19915071,0,0.30906108,0,-5.4,0,-2.1000004,0,0.60355866,0,0.37452886,0,-1.5057107,0,-6.8,0,-29.7,0,-0.5,0,-3.0,0,0
2020-06-03,270.0237309252988,277.7638141043039,268.8803186972377,277.3240360409075,34776.0,0.03072897706452804,6.4,0,-0.300598,0,-0.19563244,0,0.30927482,0,-5.4,0,-2.1000004,0,0.6066647,0,0.37490845,0,-1.4919964,0,-6.8,0,-29.7,0,-0.5,0,-3.0,0,0
2020-06-04,272.8383212678041,275.1251457239264,268.2646186717139,270.55146996975895,30697.0,-0.024421129043966316,6.4,0,-0.300598,0,-0.19210991,0,0.30948862,0,-5.4,0,-2.1000004,0,0.6097863,0,0.37528816,0,-1.4785045,0,-6.8,0,-29.7,0,-0.5,0,-3.0,0,0
2020-06-05,269.7598748240303,274.86128962265764,269.7598748240303,274.06969447692904,20345.0,0.013003900912323063,6.4,0,-0.300598,0,-0.18858297,0,0.30970246,0,-5.4,0,-2.1000004,0,0.6129234,0,0.37566805,0,-1.4652284,0,-6.8,0,-29.7,0,-0.5,0,-3.0,0,0
2020-06-08,278.819292193224,285.2400411820403,276.0926628317825,283.0411508650588,40500.0,0.03273421530699361,6.4,0,-0.300598,0,-0.18505143,0,0.30991632,0,-5.4,0,-2.1000004,0,0.61607635,0,0.37604812,0,-1.4521613,0,-6.8,0,-29.7,0,-0.5,0,-3.0,0,0
2020-06-09,279.34703123768406,281.8097776559339,275.1251457239264,278.2915531487638,28331.0,-0.01678059074370919,6.4,0,-0.300598,0,-0.18151514,0,0.31013024,0,-5.4,0,-2.1000004,0,0.61924535,0,0.3764283,0,-1.4392968,0,-6.8,0,-29.7,0,-0.5,0,-3.0,0,0
2020-06-10,276.1806238128464,279.25907025662025,274.42151155926155,275.3010676860539,23552.0,-0.010745872193653305,6.4,0,-0.300598,0,-0.17797393,0,0.3103442,0,-5.4,0,-2.1000004,0,0.62243044,0,0.37680864,0,-1.426629,0,-6.8,0,-29.7,0,-0.5,0,-3.0,0,0
2020-06-11,275.65288476838646,277.1481409207028,269.40803089977516,271.07920901421903,33500.0,-0.015335424258685948,6.14,1,-0.499599,1,-0.17442763,0,0.31055817,0,-8.8,1,-1.0,1,0.6256319,0,0.37718916,0,-2.5153904,1,-6.8,0,-6.199997,1,-0.5,0,-0.8999996,1,0
2020-06-12,266.50550641812896,268.2646186717139,255.07127676982643,257.8858671123316,57213.0,-0.04866969307555935,6.14,0,-0.499599,0,-0.17087609,0,0.3107722,0,-8.8,0,-1.0,0,0.62885,0,0.3775698,0,-2.4755664,0,-6.8,0,-6.199997,0,-0.5,0,-0.8999996,0,0
2020-06-15,262.1077257841664,267.2091405827938,253.6639815985737,254.89535480769865,60969.0,-0.011596262866666929,6.14,0,-0.499599,0,-0.16934882,0,0.31056112,0,-8.8,0,-1.0,0,0.629241,0,0.37676877,0,-2.4372704,0,-6.8,0,-6.199997,0,-0.5,0,-0.8999996,0,0
2020-06-16,254.1917206430339,268.17665769065013,254.1917206430339,267.5609845070491,59597.0,0.04968952733134668,6.14,0,-0.499599,0,-0.16782184,0,0.3103501,0,-8.8,0,-1.0,0,0.62963223,0,0.37596828,0,-2.4004035,0,-6.8,0,-6.199997,0,-0.5,0,-0.8999996,0,0
2020-06-17,272.6623993056764,275.56492378732264,267.64891864619005,270.90328705209134,72036.0,0.012491741092970132,6.14,0,-0.499599,0,-0.16629514,0,0.31013906,0,-8.8,0,-1.0,0,0.6300237,0,0.37516832,0,-2.3648756,0,-6.8,0,-6.199997,0,-0.5,0,-0.8999996,0,0
2020-06-18,270.0237309252988,272.4864773435487,268.9682528363788,271.5189870776153,39182.0,0.002272766905945911,6.14,0,-0.499599,0,-0.16476871,0,0.3099281,0,-8.8,0,-1.0,0,0.6304154,0,0.3743689,0,-2.330604,0,-6.8,0,-6.199997,0,-0.5,0,-0.8999996,0,0
2020-06-19,272.4864773435487,276.0047018507188,270.46350898869525,275.0372115847854,34081.0,0.012957563465586963,6.14,0,-0.499599,0,-0.16324253,0,0.30971715,0,-8.8,0,-1.0,0,0.6308073,0,0.37357005,0,-2.2975135,0,-6.8,0,-6.199997,0,-0.5,0,-0.8999996,0,0
2020-06-22,277.060179939639,277.7638141043039,270.55146996975895,272.9262554069451,51758.0,-0.00767516571912874,6.14,0,-0.499599,0,-0.1617166,0,0.30950627,0,-8.8,0,-1.0,0,0.6311994,0,0.37277174,0,-2.2655349,0,-6.8,0,-6.199997,0,-0.5,0,-0.8999996,0,0
2020-06-23,271.78284317888404,276.97221895857507,271.78284317888404,274.15765545799275,41578.0,0.004511841666576144,6.14,0,-0.499599,0,-0.1601909,0,0.3092954,0,-8.8,0,-1.0,0,0.63159174,0,0.37197393,0,-2.2346046,0,-6.8,0,-6.199997,0,-0.5,0,-0.8999996,0,0
2020-06-24,276.0926628317825,276.532440895179,272.5744383246126,274.3335505781977,30035.0,0.0006415838358082571,6.14,0,-0.499599,0,-0.15866542,0,0.30908456,0,-8.8,0,-1.0,0,0.63198423,0,0.3711767,0,-2.2091384,0,-6.8,0,-6.199997,0,-0.5,0,-0.8999996,0,0
2020-06-29,267.9128015893815,268.00076257044543,260.61246963184993,262.28364774629404,28538.0,-0.043924276875747514,6.14,0,-0.499599,0,-0.15714017,0,0.30887377,0,-8.8,0,-1.0,0,0.632377,0,0.37037995,0,-2.1844537,0,-6.8,0,-6.199997,0,-0.5,0,-0.8999996,0,0
2020-06-30,266.5934673991928,269.40803089977516,265.18617222794023,268.17665769065013,33677.0,0.022468079863127377,6.14,0,-0.499599,0,-0.1556151,0,0.308663,0,-8.8,0,-1.0,0,0.63277,0,0.36958376,0,-2.1605146,0,-6.8,0,-6.199997,0,-0.5,0,-0.8999996,0,0
2020-07-01,267.64891864619005,268.9682528363788,265.0982112468763,268.6164357540464,30024.0,0.001639881961328582,6.14,0,-0.499599,0,0.20956413,1,0.47037113,1,-8.8,0,-1.0,0,2.4083111,1,0.45100793,1,-2.137288,0,-6.8,0,-6.199997,0,0.70000076,1,-0.8999996,0,0
2020-07-02,267.3850625449214,274.06969447692904,266.50550641812896,272.5744383246126,42701.0,0.01473477436127646,6.14,0,-0.499599,0,0.2096533,0,0.4693881,0,-8.8,0,-1.0,0,2.3764558,0,0.44980833,0,-2.1147437,0,-6.8,0,-6.199997,0,0.70000076,0,-0.8999996,0,0
2020-07-03,274.06969447692904,275.0372115847854,271.07920901421903,272.2226212422801,32067.0,-0.0012907192783553345,6.14,0,-0.499599,0,0.20974249,0,0.46840605,0,-8.8,0,-1.0,0,2.3456123,0,0.44861004,0,-2.0928524,0,-6.8,0,-6.199997,0,0.70000076,0,-0.8999996,0,0
2020-07-06,271.78284317888404,274.2455895971339,268.8803186972377,273.54195543246897,30200.0,0.004846526655897021,6.14,0,-0.499599,0,0.20983167,0,0.467425,0,-8.8,0,-1.0,0,2.315726,0,0.44741312,0,-2.0715876,0,-6.8,0,-6.199997,0,0.70000076,0,-0.8999996,0,0
2020-07-07,273.54195543246897,274.86128962265764,270.9912480331552,271.5189870776153,36020.0,-0.007395459141378735,6.14,0,-0.499599,0,0.20992085,0,0.46644488,0,-8.8,0,-1.0,0,2.286746,0,0.44621754,0,-2.0509243,0,-6.8,0,-6.199997,0,0.70000076,0,-0.8999996,0,0
2020-07-08,272.6623993056764,277.060179939639,271.255104134424,273.6299164135327,41875.0,0.007774518307679168,6.14,0,-0.499599,0,0.21001005,0,0.46546575,0,-8.8,0,-1.0,0,2.2586255,0,0.4450233,0,-2.0308397,0,-6.8,0,-6.199997,0,0.70000076,0,-0.8999996,0,0
2020-07-09,275.0372115847854,275.56492378732264,273.3660334703414,274.2455895971339,31434.0,0.002250021458438445,6.14,0,-0.499599,0,0.21009925,0,0.46448758,0,-8.8,0,-1.0,0,2.2313201,0,0.44383037,0,-2.0113115,0,-6.8,0,-6.199997,0,0.70000076,0,-0.8999996,0,0
2020-07-10,274.2455895971339,274.9492506037215,266.50550641812896,268.0886967095863,59226.0,-0.022450289525501765,5.48,1,-0.2002,1,0.21018846,0,0.46351036,0,-9.3,1,0.9000006,1,2.2047896,0,0.44263875,0,-2.136517,1,-6.8,0,18.5,1,0.70000076,0,1.2999997,1,0
2020-07-13,270.0237309252988,273.1021773690729,269.58395286190273,271.16714315336014,47470.0,0.011482940092430116,5.48,0,-0.2002,0,0.21027766,0,0.46253413,0,-9.3,0,0.9000006,0,2.1789963,0,0.44144845,0,-2.1147046,0,-6.8,0,18.5,0,0.70000076,0,1.2999997,0,0
2020-07-14,271.34306511548766,272.4864773435487,265.0102502658124,268.5284747729825,53280.0,-0.009730782091417756,5.48,0,-0.2002,0,0.21010041,0,0.46099967,0,-9.3,0,0.9000006,0,2.1494026,0,0.44011948,0,-2.0935316,0,-6.8,0,18.5,0,0.70000076,0,1.2999997,0,0
2020-07-15,267.82484060831774,271.78284317888404,266.68142838025653,270.81532607102776,50222.0,0.008516233892806202,5.48,0,-0.2002,0,0.20992316,0,0.45946735,0,-9.3,0,0.9000006,0,2.1207147,0,0.43879208,0,-2.072973,0,-6.8,0,18.5,0,0.70000076,0,1.2999997,0,0
2020-07-16,272.2226212422801,273.01421638800883,263.0752428920228,265.18617222794023,100180.0,-0.020785950059603153,5.48,0,-0.2002,0,0.20974594,0,0.45793715,0,-9.3,0,0.9000006,0,2.092884,0,0.43746626,0,-2.0530057,0,-6.8,0,18.5,0,0.70000076,0,1.2999997,0,0
2020-07-17,265.88980639260507,268.5284747729825,264.04275999987914,264.48253806327523,83421.0,-0.0026533591806596757,5.48,0,-0.2002,0,0.20956874,0,0.45640907,0,-9.3,0,0.9000006,0,2.0658658,0,0.43614203,0,-2.033608,0,-1.6,1,18.5,0,0.70000076,0,1.2999997,0,0
2020-07-20,264.746394164544,265.97776737366877,257.27016708680765,257.9738012514726,111145.0,-0.024609325286516603,5.48,0,-0.2002,0,0.20939155,0,0.45488307,0,-9.3,0,0.9000006,0,2.0396183,0,0.4348193,0,-2.0147598,0,-1.6,0,18.5,0,0.70000076,0,1.2999997,0,0
2020-07-21,258.1497232136,266.24165031686016,257.70994515020396,263.3390989932914,112967.0,0.020797839609258295,5.48,0,-0.2002,0,0.20921437,0,0.45335913,0,-9.3,0,0.9000006,0,2.014103,0,0.43349817,0,-1.9964422,0,-1.6,0,18.5,0,0.70000076,0,1.2999997,0,0
2020-07-22,268.8803186972377,268.8803186972377,263.51502095541895,265.0102502658124,106156.0,0.006346005127645604,5.48,0,-0.2002,0,0.20903723,0,0.45183724,0,-9.3,0,0.9000006,0,1.9892837,0,0.43217856,0,-1.9786379,0,-1.6,0,18.5,0,0.70000076,0,1.2999997,0,0
2020-07-23,263.8668380377514,265.36209419006786,261.8438696828977,264.8343551456077,89022.0,-0.0006637294973619312,5.48,0,-0.2002,0,0.20886008,0,0.45031744,0,-9.3,0,0.9000006,0,1.965127,0,0.4308605,0,-1.9613305,0,-1.6,0,18.5,0,0.70000076,0,1.2999997,0,0
2020-07-24,262.899320929895,265.71391127240014,258.67746225806013,260.17269156845373,109905.0,-0.017602185995056918,5.48,0,-0.2002,0,0.20868297,0,0.44879967,0,-9.3,0,0.9000006,0,1.9416014,0,0.4295439,0,-1.9433745,0,-1.6,0,18.5,0,0.70000076,0,1.2999997,0,0
2020-07-27,260.96431355610514,262.54750384756255,257.5340231880762,259.2931354416613,98145.0,-0.003380662749383867,5.48,0,-0.2002,0,0.20850587,0,0.44728392,0,-9.3,0,0.9000006,0,1.9186777,0,0.42822888,0,-1.9258939,0,-1.6,0,18.5,0,0.70000076,0,1.2999997,0,0
2020-07-28,260.7883915939777,261.22816965737377,253.83990356070157,256.74242804234757,119902.0,-0.009837157451041079,5.48,0,-0.2002,0,0.2083288,0,0.44577017,0,-9.3,0,0.9000006,0,1.8963283,0,0.42691532,0,-1.9088734,0,-1.6,0,18.5,0,0.70000076,0,1.2999997,0,0
2020-07-29,255.24719873195394,257.006310985539,253.31216451624124,256.0387938776826,87553.0,-0.0027406228492506957,5.48,0,-0.2002,0,0.20815173,0,0.44425845,0,-9.3,0,0.9000006,0,1.8745276,0,0.4256033,0,-1.8922987,0,-1.6,0,18.5,0,0.70000076,0,1.2999997,0,0
2020-07-30,256.56653292214287,259.9088354671851,255.335132871095,255.86287191555505,92109.0,-0.000687091043756527,5.48,0,-0.2002,0,0.20797469,0,0.4427487,0,-9.3,0,0.9000006,0,1.8532513,0,0.42429274,0,-1.8761567,0,-1.6,0,18.5,0,0.70000076,0,1.2999997,0,0
2020-07-31,254.56841424027934,255.74879328621574,247.8795996466398,251.89289320579815,10693.0,-0.015516040604230952,5.48,0,-0.2002,0,0.20779765,0,0.44124094,0,-9.3,0,0.9000006,0,1.8324767,0,0.42298368,0,-1.8604347,0,-1.6,0,18.5,0,0.70000076,0,1.2999997,0,0
2020-08-03,251.81419646642775,252.52241909101488,247.32874648592028,248.351756067989,8131.0,-0.01405810657355877,5.48,0,-0.2002,0,0.6561751,1,0.5360448,1,-9.3,0,0.9000006,0,2.17379,1,0.47061998,1,-1.8451213,0,-1.6,0,18.5,0,0.099998474,1,1.2999997,0,0
2020-08-04,249.29604489581425,251.65680298768692,248.351756067989,249.21737217131698,6051.0,0.0034854438600828708,5.48,0,-0.2002,0,0.6536924,0,0.5340226,0,-9.3,0,0.9000006,0,2.1442726,0,0.46906245,0,-1.8302057,0,-1.6,0,18.5,0,0.099998474,0,1.2999997,0,0
2020-08-05,247.8795996466398,250.2403577385125,244.73192219080943,247.48613996466108,10404.0,-0.006946675472790931,5.48,0,-0.2002,0,0.6512166,0,0.5320044,0,-9.3,0,0.9000006,0,2.1156566,0,0.4675071,0,-1.815678,0,-1.6,0,18.5,0,0.099998474,0,1.2999997,0,0
2020-08-06,254.56841424027934,254.56841424027934,246.7779173400738,248.82391248933817,13925.0,0.005405444219494848,5.48,0,-0.2002,0,0.6487477,0,0.52999014,0,-9.3,0,0.9000006,0,2.0878937,0,0.465954,0,-1.8015288,0,-1.6,0,18.5,0,0.099998474,0,1.2999997,0,0
2020-08-07,249.21737217131698,251.2633433057082,248.5091255318566,249.76820131716343,6955.0,0.003795008359036789,5.48,0,-0.2002,0,0.64628553,0,0.5279798,0,-9.3,0,0.9000006,0,2.0609398,0,0.46440306,0,-1.7877498,0,-1.6,0,18.5,0,0.099998474,0,1.2999997,0,0
2020-08-10,250.2403577385125,251.97158994516852,248.27305932861864,250.79121089923217,6885.0,0.004095835965802985,5.48,0,-0.2002,0,0.6438301,0,0.5259734,0,-9.3,0,0.9000006,0,2.034753,0,0.46285433,0,-1.774333,0,-1.6,0,18.5,0,0.099998474,0,1.2999997,0,0
2020-08-11,251.1846705812109,252.12895940903624,250.00429153527472,251.42073678444902,5423.0,0.002510159279344837,5.1,1,-0.0002,1,0.6413814,0,0.5239708,0,-7.4,1,0.5,1,2.0092952,0,0.46130776,0,-1.2218927,1,-1.6,0,11.299999,1,0.099998474,0,0.4000001,1,0
2020-08-12,252.99457551236404,252.99457551236404,246.93528680394144,250.39775121725344,8977.0,-0.004068819383313715,5.1,0,-0.0002,0,0.6389392,0,0.521972,0,-7.4,0,0.5,0,1.9845306,0,0.45976335,0,-1.214673,0,-1.6,0,11.299999,0,0.099998474,0,0.4000001,0,0
2020-08-13,251.81419646642775,251.81419646642775,249.76820131716343,250.39775121725344,2892.0,0.0,5.1,0,-0.0002,0,0.63650364,0,0.5199771,0,-7.4,0,0.5,0,1.9604255,0,0.4582211,0,-1.2076017,0,-1.6,0,11.299999,0,0.099998474,0,0.4000001,0,0
2020-08-14,250.63381742049134,250.86988362372946,248.58782227122705,249.6108318532958,4564.0,-0.0031426774407207203,5.1,0,-0.0002,0,0.6346491,0,0.5184645,0,-7.4,0,0.5,0,1.9379064,0,0.4568183,0,-1.2006797,0,-1.6,0,11.299999,0,0.099998474,0,0.4000001,0,0
2020-08-17,249.13867543194658,249.84689805653377,248.19436258924833,248.82391248933817,4092.0,-0.0031525849984752607,5.1,0,-0.0002,0,0.63279855,0,0.5169543,0,-7.4,0,0.5,0,1.9159449,0,0.45541736,0,-1.1939086,0,-1.6,0,11.299999,0,0.099998474,0,0.4000001,0,0
2020-08-18,248.11566584987776,250.63381742049134,245.67623503350788,245.91230123674583,11190.0,-0.011701492929129587,5.1,0,-0.0002,0,0.630952,0,0.51544636,0,-7.4,0,0.5,0,1.8945168,0,0.45401818,0,-1.1872898,0,-1.6,0,11.299999,0,0.099998474,0,0.4000001,0,0
2020-08-19,246.62052386133308,249.68950457779297,245.20407861215858,248.27305932861864,7919.0,0.009600000000000275,5.1,0,-0.0002,0,0.6291094,0,0.51394075,0,-7.4,0,0.5,0,1.8735989,0,0.4526208,0,-1.1808255,0,-1.6,0,11.299999,0,0.099998474,0,0.4000001,0,0
2020-08-20,247.8795996466398,249.29604489581425,247.56483670403145,248.351756067989,5975.0,0.00031697655630913424,5.1,0,-0.0002,0,0.62727076,0,0.51243746,0,-7.4,0,0.5,0,1.8531696,0,0.4512252,0,-1.1745179,0,-1.6,0,11.299999,0,0.099998474,0,0.4000001,0,0
2020-08-21,248.351756067989,248.5091255318566,245.51884155476708,246.62052386133308,9526.0,-0.0069708877201656305,5.1,0,-0.0002,0,0.625436,0,0.5109365,0,-7.4,0,0.5,0,1.8332083,0,0.44983134,0,-1.1683695,0,-1.6,0,11.299999,0,0.099998474,0,0.4000001,0,0
